iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T10:31:51+02:00,1,32,141107497872,19.93,6.594
2026-07-16T10:32:11+02:00,2,32,141107497872,19.84,6.624
2026-07-16T10:32:31+02:00,3,32,141107497872,15.26,8.612
2026-07-16T10:32:47+02:00,4,32,141107497872,16.06,8.183
2026-07-16T10:33:03+02:00,5,32,141107497872,15.57,8.440
