iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T09:01:51+02:00,1,32,141107497872,15.32,8.578
2026-07-16T09:02:06+02:00,2,32,141107497872,16.73,7.855
2026-07-16T09:02:23+02:00,3,32,141107497872,15.62,8.413
2026-07-16T09:02:39+02:00,4,32,141107497872,16.76,7.841
2026-07-16T09:02:56+02:00,5,32,141107497872,17.17,7.654
