iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-15T23:01:50+02:00,1,32,141107497872,22.31,5.890
2026-07-15T23:02:13+02:00,2,32,141107497872,19.15,6.862
2026-07-15T23:02:32+02:00,3,32,141107497872,18.78,6.998
2026-07-15T23:02:51+02:00,4,32,141107497872,23.15,5.677
2026-07-15T23:03:14+02:00,5,32,141107497872,22.45,5.854
