iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-15T20:01:50+02:00,1,32,141107497872,99.10,1.326
2026-07-15T20:03:30+02:00,2,32,141107497872,85.67,1.534
2026-07-15T20:04:55+02:00,3,32,141107497872,73.25,1.794
2026-07-15T20:06:09+02:00,4,32,141107497872,28.95,4.539
2026-07-15T20:06:38+02:00,5,32,141107497872,22.99,5.716
