iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T15:31:51+02:00,1,32,141107497872,214.02,0.614
2026-07-16T15:35:25+02:00,2,32,141107497872,223.82,0.587
2026-07-16T15:39:09+02:00,3,32,141107497872,212.45,0.619
2026-07-16T15:42:42+02:00,4,32,141107497872,205.96,0.638
2026-07-16T15:46:08+02:00,5,32,141107497872,224.12,0.586
