iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-15T19:01:50+02:00,1,32,141107497872,24.07,5.460
2026-07-15T19:02:15+02:00,2,32,141107497872,22.48,5.846
2026-07-15T19:02:37+02:00,3,32,141107497872,26.17,5.022
2026-07-15T19:03:04+02:00,4,32,141107497872,21.87,6.009
2026-07-15T19:03:26+02:00,5,32,141107497872,21.53,6.104
