iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T17:01:52+02:00,1,32,141107497872,271.72,0.484
2026-07-16T17:06:23+02:00,2,32,141107497872,213.67,0.615
2026-07-16T17:09:57+02:00,3,32,141107497872,186.83,0.703
2026-07-16T17:13:04+02:00,4,32,141107497872,203.36,0.646
2026-07-16T17:16:28+02:00,5,32,141107497872,203.72,0.645
