iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T14:01:51+02:00,1,32,141107497872,227.78,0.577
2026-07-16T14:05:39+02:00,2,32,141107497872,217.00,0.606
2026-07-16T14:09:16+02:00,3,32,141107497872,207.91,0.632
2026-07-16T14:12:44+02:00,4,32,141107497872,224.43,0.586
2026-07-16T14:16:28+02:00,5,32,141107497872,217.30,0.605
