iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T05:01:51+02:00,1,32,141107497872,17.50,7.510
2026-07-16T05:02:08+02:00,2,32,141107497872,17.53,7.497
2026-07-16T05:02:26+02:00,3,32,141107497872,17.53,7.497
2026-07-16T05:02:44+02:00,4,32,141107497872,18.69,7.031
2026-07-16T05:03:03+02:00,5,32,141107497872,19.10,6.880
