iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T06:31:51+02:00,1,32,141107497872,15.07,8.720
2026-07-16T06:32:07+02:00,2,32,141107497872,14.59,9.007
2026-07-16T06:32:21+02:00,3,32,141107497872,14.34,9.164
2026-07-16T06:32:36+02:00,4,32,141107497872,14.67,8.958
2026-07-16T06:32:51+02:00,5,32,141107497872,14.55,9.032
