iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T00:31:50+02:00,1,32,141107497872,20.74,6.336
2026-07-16T00:32:11+02:00,2,32,141107497872,22.19,5.922
2026-07-16T00:32:34+02:00,3,32,141107497872,18.02,7.293
2026-07-16T00:32:52+02:00,4,32,141107497872,27.23,4.826
2026-07-16T00:33:19+02:00,5,32,141107497872,22.57,5.823
