iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T11:31:51+02:00,1,32,141107497872,19.80,6.637
2026-07-16T11:32:10+02:00,2,32,141107497872,20.47,6.420
2026-07-16T11:32:31+02:00,3,32,141107497872,24.15,5.442
2026-07-16T11:32:55+02:00,4,32,141107497872,22.58,5.820
2026-07-16T11:33:18+02:00,5,32,141107497872,21.13,6.219
