iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T12:31:51+02:00,1,32,141107497872,23.33,5.633
2026-07-16T12:32:15+02:00,2,32,141107497872,29.28,4.488
2026-07-16T12:32:44+02:00,3,32,141107497872,32.25,4.075
2026-07-16T12:33:16+02:00,4,32,141107497872,24.43,5.379
2026-07-16T12:33:41+02:00,5,32,141107497872,26.14,5.027
