iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-17T10:45:39+02:00,1,32,141107497872,151.02,0.870
2026-07-17T10:48:10+02:00,2,32,141107497872,132.92,0.989
2026-07-17T10:50:24+02:00,3,32,141107497872,147.23,0.893
2026-07-17T10:52:51+02:00,4,32,141107497872,144.97,0.907
2026-07-17T10:55:17+02:00,5,32,141107497872,174.12,0.755
