iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T03:01:51+02:00,1,32,141107497872,20.07,6.548
2026-07-16T03:02:11+02:00,2,32,141107497872,20.46,6.423
2026-07-16T03:02:32+02:00,3,32,141107497872,20.23,6.496
2026-07-16T03:02:52+02:00,4,32,141107497872,20.61,6.376
2026-07-16T03:03:13+02:00,5,32,141107497872,18.77,7.001
