iso_time,run_index,concurrency,total_bytes,wall_s,agg_GiBps
2026-07-16T02:31:50+02:00,1,32,141107497872,17.69,7.429
2026-07-16T02:32:08+02:00,2,32,141107497872,17.26,7.614
2026-07-16T02:32:26+02:00,3,32,141107497872,16.31,8.057
2026-07-16T02:32:42+02:00,4,32,141107497872,16.07,8.178
2026-07-16T02:32:58+02:00,5,32,141107497872,19.43,6.764
