import time: self [us] | cumulative | imported package
import time:        54 |         54 |                   _heapq
import time:       406 |        459 |                 heapq
import time:       617 |        617 |                   _socket
import time:        93 |         93 |                     select
import time:       742 |        834 |                   selectors
import time:       114 |        114 |                   array
import time:      2015 |       3579 |                 socket
import time:        92 |         92 |                     _locale
import time:      1146 |       1238 |                   locale
import time:      1522 |       1522 |                   signal
import time:        87 |         87 |                   fcntl
import time:       121 |        121 |                   msvcrt
import time:        36 |         36 |                   _posixsubprocess
import time:       835 |       3836 |                 subprocess
import time:      3323 |       3323 |                   _ssl
import time:       160 |        160 |                     binascii
import time:       464 |        624 |                   base64
import time:      3492 |       7439 |                 ssl
import time:       393 |        393 |                 asyncio.constants
import time:       269 |        269 |                 asyncio.coroutines
import time:       268 |        268 |                   asyncio.format_helpers
import time:       295 |        295 |                     asyncio.base_futures
import time:       358 |        358 |                     asyncio.exceptions
import time:       279 |        279 |                     asyncio.base_tasks
import time:       568 |       1500 |                   _asyncio
import time:       708 |       2474 |                 asyncio.events
import time:       387 |        387 |                 asyncio.futures
import time:       342 |        342 |                 asyncio.protocols
import time:       496 |        496 |                   asyncio.transports
import time:       228 |        228 |                   asyncio.log
import time:       860 |       1583 |                 asyncio.sslproto
import time:       253 |        253 |                     asyncio.mixins
import time:       657 |        910 |                   asyncio.locks
import time:       585 |        585 |                     asyncio.timeouts
import time:       734 |       1319 |                   asyncio.tasks
import time:       460 |       2687 |                 asyncio.staggered
import time:       314 |        314 |                 asyncio.trsock
import time:      1193 |      30487 |               asyncio.base_events
import time:       458 |        458 |               asyncio.runners
import time:       412 |        412 |               asyncio.queues
import time:       581 |        581 |               asyncio.streams
import time:       394 |        394 |               asyncio.subprocess
import time:       306 |        306 |               asyncio.taskgroups
import time:       340 |        340 |               asyncio.threads
import time:       401 |        401 |                 asyncio.base_subprocess
import time:       813 |        813 |                 asyncio.selector_events
import time:       932 |       2145 |               asyncio.unix_events
import time:       440 |      35561 |             asyncio
import time:       484 |        484 |                 multiprocessing.process
import time:       514 |        514 |                 multiprocessing.reduction
import time:       729 |       1726 |               multiprocessing.context
import time:       377 |       2103 |             multiprocessing
import time:       318 |        318 |               _queue
import time:       445 |        763 |             queue
import time:       121 |        121 |               _uuid
import time:       613 |        733 |             uuid
import time:       373 |        373 |             concurrent.futures.thread
import time:       676 |        676 |               tqdm._monitor
import time:       248 |        248 |               tqdm._tqdm_pandas
import time:        91 |         91 |                     unicodedata
import time:       597 |        687 |                   tqdm.utils
import time:      1300 |       1986 |                 tqdm.std
import time:        81 |         81 |                       _csv
import time:       519 |        600 |                     csv
import time:       300 |        300 |                     email
import time:        97 |         97 |                         zlib
import time:       375 |        375 |                           _compression
import time:       757 |        757 |                           _bz2
import time:       419 |       1551 |                         bz2
import time:       791 |        791 |                           _lzma
import time:       412 |       1203 |                         lzma
import time:       965 |       3814 |                       shutil
import time:       313 |        313 |                         zipfile._path.glob
import time:       607 |        919 |                       zipfile._path
import time:      1690 |       6422 |                     zipfile
import time:       326 |        326 |                         quopri
import time:        66 |         66 |                               _bisect
import time:       288 |        354 |                             bisect
import time:        41 |         41 |                             _random
import time:        76 |         76 |                             _sha2
import time:       651 |       1120 |                           random
import time:      1137 |       1137 |                             calendar
import time:       476 |       1612 |                           email._parseaddr
import time:       204 |        204 |                             email.base64mime
import time:       294 |        294 |                             email.quoprimime
import time:       506 |        506 |                             email.errors
import time:       204 |        204 |                             email.encoders
import time:       348 |       1553 |                           email.charset
import time:       587 |       4871 |                         email.utils
import time:       622 |        622 |                           email.header
import time:       336 |        958 |                         email._policybase
import time:       384 |        384 |                         email._encoded_words
import time:       189 |        189 |                         email.iterators
import time:       820 |       7546 |                       email.message
import time:       166 |        166 |                         importlib.metadata._functools
import time:       236 |        401 |                       importlib.metadata._text
import time:       416 |       8363 |                     importlib.metadata._adapters
import time:       440 |        440 |                     importlib.metadata._meta
import time:       317 |        317 |                     importlib.metadata._collections
import time:       180 |        180 |                     importlib.metadata._itertools
import time:       593 |        593 |                           tempfile
import time:       412 |        412 |                           importlib.resources.abc
import time:       370 |        370 |                           importlib.resources._adapters
import time:       442 |       1816 |                         importlib.resources._common
import time:       257 |        257 |                         importlib.resources._legacy
import time:       198 |       2270 |                       importlib.resources
import time:       500 |       2770 |                     importlib.abc
import time:      1333 |      20722 |                   importlib.metadata
import time:       549 |        549 |                     email.feedparser
import time:       262 |        810 |                   email.parser
import time:      3804 |      25334 |                 tqdm.version
import time:       559 |      27878 |               tqdm.cli
import time:       269 |        269 |               tqdm.gui
import time:       367 |      29437 |             tqdm
import time:      1558 |       1558 |             sglang.lang.ir
import time:       236 |        236 |                     _json
import time:       386 |        622 |                   json.scanner
import time:       574 |       1195 |                 json.decoder
import time:       443 |        443 |                 json.encoder
import time:       281 |       1918 |               json
import time:       891 |        891 |                   _hashlib
import time:        57 |         57 |                   _blake2
import time:       321 |       1268 |                 hashlib
import time:       719 |        719 |                   http
import time:      1044 |       1763 |                 http.client
import time:       240 |        240 |                   urllib.response
import time:       257 |        496 |                 urllib.error
import time:      1272 |       4797 |               urllib.request
import time:       215 |        215 |                 pybase64._license
import time:       165 |        165 |                 pybase64._version
import time:       194 |        194 |                 pybase64._pybase64
import time:       311 |        883 |               pybase64
import time:       887 |        887 |                   urllib3.exceptions
import time:       332 |        332 |                           urllib3.util.timeout
import time:       307 |        639 |                         urllib3.util.connection
import time:       163 |        163 |                           urllib3.util.util
import time:        98 |         98 |                           brotlicffi
import time:        82 |         82 |                           brotli
import time:        77 |         77 |                           backports
import time:       520 |        938 |                         urllib3.util.request
import time:       185 |        185 |                         urllib3.util.response
import time:      1111 |       1111 |                         urllib3.util.retry
import time:       285 |        285 |                           hmac
import time:      6502 |       6502 |                           urllib3.util.url
import time:       326 |        326 |                           urllib3.util.ssltransport
import time:       342 |       7454 |                         urllib3.util.ssl_
import time:       188 |        188 |                         urllib3.util.wait
import time:       270 |      10781 |                       urllib3.util
import time:        31 |      10812 |                     urllib3.util.connection
import time:       646 |      11457 |                   urllib3._base_connection
import time:       622 |        622 |                   urllib3._collections
import time:       169 |        169 |                   urllib3._version
import time:        97 |         97 |                             _winapi
import time:        83 |         83 |                             winreg
import time:       357 |        536 |                           mimetypes
import time:       255 |        790 |                         urllib3.fields
import time:       381 |       1171 |                       urllib3.filepost
import time:        99 |         99 |                         brotlicffi
import time:        83 |         83 |                         brotli
import time:       176 |        176 |                           urllib3.http2
import time:       225 |        225 |                           urllib3.http2.probe
import time:       189 |        189 |                           urllib3.util.ssl_match_hostname
import time:       739 |       1328 |                         urllib3.connection
import time:       100 |        100 |                         backports
import time:       626 |       2234 |                       urllib3.response
import time:       294 |       3697 |                     urllib3._request_methods
import time:       193 |        193 |                     urllib3.util.proxy
import time:       503 |       4392 |                   urllib3.connectionpool
import time:      1054 |       1054 |                   urllib3.poolmanager
import time:       355 |      18934 |                 urllib3
import time:       400 |        400 |                         81d243bd2c585b0f4821__mypyc
import time:      1380 |       1380 |                         charset_normalizer.constant
import time:       252 |        252 |                           _multibytecodec
import time:       415 |        666 |                         charset_normalizer.utils
import time:       371 |        371 |                         charset_normalizer.models
import time:       510 |       3325 |                       charset_normalizer.cd
import time:       229 |        229 |                       _codecs_tw
import time:       215 |        215 |                       _codecs_hk
import time:       319 |        319 |                       _codecs_jp
import time:       237 |        237 |                       _codecs_kr
import time:       237 |        237 |                       _codecs_cn
import time:       224 |        224 |                       _codecs_iso2022
import time:     24963 |      29745 |                     charset_normalizer.api
import time:       212 |        212 |                     charset_normalizer.legacy
import time:       182 |        182 |                     charset_normalizer.version
import time:       103 |        103 |                     simplejson
import time:      2578 |       2578 |                     http.cookiejar
import time:      1197 |       1197 |                     http.cookies
import time:       639 |      34653 |                   requests.compat
import time:       595 |      35248 |                 requests.exceptions
import time:       108 |        108 |                 chardet
import time:       747 |        747 |                       idna.idnadata
import time:       226 |        226 |                       idna.intranges
import time:       713 |       1685 |                     idna.core
import time:       169 |        169 |                     idna.package_data
import time:       279 |       2132 |                   idna
import time:       524 |       2656 |                 requests.packages
import time:       262 |        262 |                       certifi.core
import time:       251 |        512 |                     certifi
import time:       200 |        711 |                   requests.certs
import time:       179 |        179 |                   requests.__version__
import time:       526 |        526 |                   requests._internal_utils
import time:       399 |        399 |                   requests.cookies
import time:       268 |        268 |                   requests.structures
import time:       174 |        174 |                       importlib.resources._itertools
import time:       344 |        517 |                     importlib.resources.readers
import time:       190 |        706 |                   importlib.readers
import time:       677 |       3464 |                 requests.utils
import time:       417 |        417 |                       requests.auth
import time:       389 |        389 |                           stringprep
import time:       314 |        702 |                         encodings.idna
import time:       188 |        188 |                         requests.hooks
import time:       406 |        406 |                         requests.status_codes
import time:       463 |       1758 |                       requests.models
import time:       188 |        188 |                         urllib3.contrib
import time:       109 |        109 |                         socks
import time:       289 |        585 |                       urllib3.contrib.socks
import time:       358 |       3115 |                     requests.adapters
import time:       345 |       3459 |                   requests.sessions
import time:       227 |       3686 |                 requests.api
import time:       398 |      64491 |               requests
import time:       250 |        250 |                     IPython.core
import time:       271 |        520 |                   IPython.core.getipython
import time:       185 |        185 |                   IPython.core.release
import time:       193 |        193 |                               traitlets.utils
import time:       274 |        467 |                             traitlets.utils.bunch
import time:       188 |        188 |                             traitlets.utils.descriptions
import time:       187 |        187 |                             traitlets.utils.getargspec
import time:       179 |        179 |                             traitlets.utils.importstring
import time:       174 |        174 |                             traitlets.utils.sentinel
import time:       177 |        177 |                             traitlets.utils.warnings
import time:      3033 |       4402 |                           traitlets.traitlets
import time:       320 |        320 |                           traitlets._version
import time:       195 |        195 |                           traitlets.utils.decorators
import time:       402 |       5318 |                         traitlets
import time:       479 |        479 |                           pprint
import time:       626 |        626 |                             logging.handlers
import time:       720 |        720 |                             socketserver
import time:      1170 |       2516 |                           logging.config
import time:       169 |        169 |                             traitlets.utils.text
import time:      2149 |       2149 |                                 gettext
import time:      1054 |       3203 |                               argparse
import time:      1071 |       4274 |                             traitlets.config.loader
import time:       720 |       5162 |                           traitlets.config.configurable
import time:       196 |        196 |                           traitlets.utils.nested_update
import time:      1007 |       9358 |                         traitlets.config.application
import time:       214 |      14889 |                       traitlets.config
import time:        23 |      14911 |                     traitlets.config.application
import time:      1101 |       1101 |                               html.entities
import time:       444 |       1545 |                             html
import time:       258 |        258 |                                 executing._utils
import time:       374 |        374 |                                   executing._exceptions
import time:       574 |        948 |                                 executing._position_node_finder
import time:       638 |       1843 |                               executing.executing
import time:       187 |        187 |                               executing._pytest_utils
import time:       163 |        163 |                               executing.version
import time:       375 |       2567 |                             executing
import time:       901 |        901 |                                 asttokens.line_numbers
import time:       157 |        157 |                                       astroid
import time:        50 |        207 |                                     astroid.nodes
import time:       719 |        925 |                                   asttokens.util
import time:       335 |       1260 |                                 asttokens.asttokens
import time:       259 |       2419 |                               asttokens
import time:        19 |       2437 |                             asttokens.util
import time:       744 |        744 |                                       _decimal
import time:       297 |       1040 |                                     decimal
import time:      1367 |       1367 |                                     fractions
import time:       613 |       3019 |                                   pure_eval.utils
import time:       221 |       3240 |                                 pure_eval.my_getattr_static
import time:       446 |       3685 |                               pure_eval.core
import time:       189 |        189 |                               pure_eval.version
import time:       282 |       4155 |                             pure_eval
import time:       466 |        466 |                             stack_data.utils
import time:      1457 |      12625 |                           stack_data.core
import time:       351 |        351 |                           stack_data.formatting
import time:       318 |        318 |                           stack_data.serializing
import time:       165 |        165 |                           stack_data.version
import time:       317 |      13774 |                         stack_data
import time:       247 |        247 |                             pygments
import time:       234 |        234 |                             pygments.formatters._mapping
import time:       172 |        172 |                             pygments.plugin
import time:       808 |        808 |                             pygments.util
import time:       306 |       1764 |                           pygments.formatters
import time:       263 |        263 |                               pygments.styles._mapping
import time:       261 |        524 |                             pygments.styles
import time:       191 |        714 |                           pygments.formatter
import time:       191 |        191 |                           pygments.console
import time:       338 |        338 |                             pygments.token
import time:       357 |        694 |                           pygments.style
import time:       303 |       3664 |                         pygments.formatters.terminal256
import time:       280 |        280 |                         IPython.utils
import time:       379 |        379 |                           glob
import time:       441 |        441 |                                 shlex
import time:       363 |        363 |                                   IPython.utils.encoding
import time:       484 |        846 |                                 IPython.utils.py3compat
import time:       283 |       1569 |                               IPython.utils._process_common
import time:       224 |       1792 |                             IPython.utils._process_posix
import time:       231 |       2023 |                           IPython.utils.process
import time:       329 |       2730 |                         IPython.utils.path
import time:       357 |        357 |                           pygments.styles.monokai
import time:       364 |        364 |                           pygments.styles.default
import time:       414 |        414 |                           pygments.styles.pastie
import time:       538 |        538 |                           pygments.styles.gruvbox
import time:     11627 |      13298 |                         IPython.utils.PyColorize
import time:       232 |        232 |                         IPython.utils.terminal
import time:       389 |        389 |                         IPython.core.display_trap
import time:       423 |        423 |                               pkgutil
import time:       534 |        534 |                               sysconfig
import time:       561 |        561 |                               _sysconfigdata__x86_64-linux-gnu
import time:      2984 |       4500 |                             pydoc
import time:       297 |        297 |                                 codeop
import time:       299 |        596 |                               IPython.core.debugger_backport
import time:       312 |        312 |                                 cmd
import time:       504 |        504 |                                 bdb
import time:       292 |        292 |                                 code
import time:       753 |       1859 |                               pdb
import time:       595 |       3049 |                             IPython.core.debugger
import time:       502 |       8049 |                           IPython.core.tbtools
import time:       323 |       8371 |                         IPython.core.doctb
import time:       616 |      43351 |                       IPython.core.ultratb
import time:       185 |        185 |                         IPython.utils._sysinfo
import time:       238 |        422 |                       IPython.utils.sysinfo
import time:       319 |      44091 |                     IPython.core.crashhandler
import time:       170 |        170 |                         IPython.utils.importstring
import time:       319 |        488 |                       IPython.paths
import time:       487 |        975 |                     IPython.core.profiledir
import time:       777 |      60753 |                   IPython.core.application
import time:       193 |        193 |                     IPython.terminal
import time:       241 |        241 |                     IPython.core.compilerop
import time:       238 |        238 |                       IPython.core.error
import time:       167 |        167 |                         IPython.utils.docs
import time:       207 |        373 |                       IPython.utils.decorators
import time:       714 |        714 |                       IPython.utils.text
import time:       432 |       1756 |                     IPython.core.magic_arguments
import time:       259 |        259 |                       getopt
import time:       224 |        224 |                             IPython.core.display_functions
import time:       187 |        187 |                                 IPython.testing
import time:       239 |        426 |                               IPython.testing.skipdoctest
import time:       653 |       1078 |                             IPython.core.display
import time:       177 |        177 |                               IPython.lib
import time:       522 |        698 |                             IPython.lib.display
import time:       206 |       2205 |                           IPython.display
import time:       189 |        189 |                           IPython.utils.data
import time:       347 |       2740 |                         IPython.core.page
import time:       641 |        641 |                         IPython.lib.pretty
import time:       393 |        393 |                         IPython.utils.openpy
import time:       236 |        236 |                         IPython.utils.dir2
import time:       234 |        234 |                         IPython.utils.wildcard
import time:      1151 |       1151 |                           pygments.lexers._mapping
import time:       374 |        374 |                           pygments.modeline
import time:       319 |       1843 |                         pygments.lexers
import time:       191 |        191 |                             pygments.filter
import time:       506 |        506 |                             pygments.filters
import time:       250 |        250 |                             pygments.regexopt
import time:       726 |       1671 |                           pygments.lexer
import time:       307 |        307 |                           pygments.unistring
import time:       849 |       2825 |                         pygments.lexers.python
import time:       105 |        105 |                           ctags
import time:       396 |        501 |                         pygments.formatters.html
import time:      1807 |      11216 |                       IPython.core.oinspect
import time:       429 |        429 |                         IPython.utils.tokenutil
import time:      1441 |       1869 |                       IPython.core.inputtransformer2
import time:       258 |        258 |                       IPython.utils.ipstruct
import time:       845 |      14445 |                     IPython.core.magic
import time:        95 |         95 |                       runpy
import time:       205 |        205 |                         IPython.external
import time:       102 |        102 |                         cPickle
import time:       355 |        661 |                       IPython.external.pickleshare
import time:       225 |        225 |                       IPython.core.hooks
import time:       228 |        228 |                         IPython.core.autocall
import time:       309 |        309 |                         IPython.core.macro
import time:       449 |        449 |                         IPython.core.splitinput
import time:      2725 |       3710 |                       IPython.core.prefilter
import time:       574 |        574 |                       IPython.core.alias
import time:       370 |        370 |                       IPython.core.builtin_trap
import time:       567 |        567 |                           decorator
import time:       964 |        964 |                               _sqlite3
import time:       333 |       1297 |                             sqlite3.dbapi2
import time:       258 |       1554 |                           sqlite3
import time:      2449 |       4570 |                         IPython.core.history
import time:       439 |       5008 |                       IPython.core.displayhook
import time:       473 |        473 |                       IPython.core.displaypub
import time:       256 |        256 |                       IPython.core.events
import time:       334 |        334 |                       IPython.core.extensions
import time:       188 |        188 |                         IPython.utils.sentinel
import time:      2298 |       2485 |                       IPython.core.formatters
import time:       277 |        277 |                       IPython.core.logger
import time:       313 |        313 |                       IPython.core.payload
import time:       390 |        390 |                           argcomplete.completers
import time:       169 |        169 |                           argcomplete.exceptions
import time:       183 |        183 |                             argcomplete.io
import time:       153 |        153 |                               argcomplete.packages
import time:       269 |        269 |                               argcomplete.packages._shlex
import time:       186 |        607 |                             argcomplete.lexers
import time:       257 |        257 |                             argcomplete.packages._argparse
import time:       494 |       1539 |                           argcomplete.finders
import time:       184 |        184 |                           argcomplete.shell_integration
