import time: self [us] | cumulative | imported package
import time:        36 |         36 |                             _random
import time:        50 |         50 |                             _sha2
import time:       974 |       1317 |                           random
import time:       853 |        853 |                             calendar
import time:       349 |       1202 |                           email._parseaddr
import time:       197 |        197 |                             email.base64mime
import time:       278 |        278 |                             email.quoprimime
import time:       492 |        492 |                             email.errors
import time:       185 |        185 |                             email.encoders
import time:       288 |       1437 |                           email.charset
import time:       498 |       4452 |                         email.utils
import time:       629 |        629 |                           email.header
import time:       343 |        972 |                         email._policybase
import time:       389 |        389 |                         email._encoded_words
import time:       188 |        188 |                         email.iterators
import time:       631 |       6865 |                       email.message
import time:       175 |        175 |                         importlib.metadata._functools
import time:       220 |        394 |                       importlib.metadata._text
import time:       316 |       7574 |                     importlib.metadata._adapters
import time:       427 |        427 |                     importlib.metadata._meta
import time:       325 |        325 |                     importlib.metadata._collections
import time:       200 |        200 |                     importlib.metadata._itertools
import time:       591 |        591 |                           tempfile
import time:       407 |        407 |                           importlib.resources.abc
import time:       356 |        356 |                           importlib.resources._adapters
import time:       438 |       1789 |                         importlib.resources._common
import time:       263 |        263 |                         importlib.resources._legacy
import time:       200 |       2252 |                       importlib.resources
import time:       490 |       2741 |                     importlib.abc
import time:      1305 |      18577 |                   importlib.metadata
import time:       546 |        546 |                     email.feedparser
import time:       269 |        814 |                   email.parser
import time:      3865 |      23255 |                 tqdm.version
import time:       565 |      25770 |               tqdm.cli
import time:       263 |        263 |               tqdm.gui
import time:       371 |      27038 |             tqdm
import time:      5482 |       5482 |             sglang.lang.ir
import time:       231 |        231 |                     _json
import time:       392 |        623 |                   json.scanner
import time:       472 |       1094 |                 json.decoder
import time:       442 |        442 |                 json.encoder
import time:       307 |       1841 |               json
import time:       832 |        832 |                   _hashlib
import time:        57 |         57 |                   _blake2
import time:       324 |       1211 |                 hashlib
import time:       697 |        697 |                   http
import time:      1008 |       1704 |                 http.client
import time:       254 |        254 |                   urllib.response
import time:       264 |        518 |                 urllib.error
import time:      1347 |       4778 |               urllib.request
import time:       223 |        223 |                 pybase64._license
import time:       163 |        163 |                 pybase64._version
import time:       189 |        189 |                 pybase64._pybase64
import time:       318 |        892 |               pybase64
import time:       885 |        885 |                   urllib3.exceptions
import time:       341 |        341 |                           urllib3.util.timeout
import time:       307 |        648 |                         urllib3.util.connection
import time:       168 |        168 |                           urllib3.util.util
import time:       103 |        103 |                           brotlicffi
import time:        85 |         85 |                           brotli
import time:        78 |         78 |                           backports
import time:       529 |        961 |                         urllib3.util.request
import time:       187 |        187 |                         urllib3.util.response
import time:       480 |        480 |                         urllib3.util.retry
import time:       286 |        286 |                           hmac
import time:      7081 |       7081 |                           urllib3.util.url
import time:       308 |        308 |                           urllib3.util.ssltransport
import time:       337 |       8010 |                         urllib3.util.ssl_
import time:       197 |        197 |                         urllib3.util.wait
import time:       262 |      10742 |                       urllib3.util
import time:        32 |      10773 |                     urllib3.util.connection
import time:       655 |      11427 |                   urllib3._base_connection
import time:       621 |        621 |                   urllib3._collections
import time:       177 |        177 |                   urllib3._version
import time:        97 |         97 |                             _winapi
import time:        83 |         83 |                             winreg
import time:       350 |        529 |                           mimetypes
import time:       261 |        789 |                         urllib3.fields
import time:       284 |       1073 |                       urllib3.filepost
import time:        97 |         97 |                         brotlicffi
import time:        84 |         84 |                         brotli
import time:       185 |        185 |                           urllib3.http2
import time:       238 |        238 |                           urllib3.http2.probe
import time:       197 |        197 |                           urllib3.util.ssl_match_hostname
import time:       830 |       1450 |                         urllib3.connection
import time:       103 |        103 |                         backports
import time:       594 |       2326 |                       urllib3.response
import time:       399 |       3797 |                     urllib3._request_methods
import time:       175 |        175 |                     urllib3.util.proxy
import time:       418 |       4390 |                   urllib3.connectionpool
import time:       931 |        931 |                   urllib3.poolmanager
import time:       365 |      18793 |                 urllib3
import time:       386 |        386 |                         81d243bd2c585b0f4821__mypyc
import time:      1244 |       1244 |                         charset_normalizer.constant
import time:       246 |        246 |                           _multibytecodec
import time:       529 |        774 |                         charset_normalizer.utils
import time:       367 |        367 |                         charset_normalizer.models
import time:       444 |       3214 |                       charset_normalizer.cd
import time:       226 |        226 |                       _codecs_tw
import time:       214 |        214 |                       _codecs_hk
import time:       273 |        273 |                       _codecs_jp
import time:       226 |        226 |                       _codecs_kr
import time:       222 |        222 |                       _codecs_cn
import time:       217 |        217 |                       _codecs_iso2022
import time:     22241 |      26830 |                     charset_normalizer.api
import time:       197 |        197 |                     charset_normalizer.legacy
import time:       165 |        165 |                     charset_normalizer.version
import time:        98 |         98 |                     simplejson
import time:      2544 |       2544 |                     http.cookiejar
import time:      1129 |       1129 |                     http.cookies
import time:       641 |      31601 |                   requests.compat
import time:       596 |      32197 |                 requests.exceptions
import time:       105 |        105 |                 chardet
import time:      1328 |       1328 |                       idna.idnadata
import time:       215 |        215 |                       idna.intranges
import time:       667 |       2209 |                     idna.core
import time:       163 |        163 |                     idna.package_data
import time:       244 |       2615 |                   idna
import time:       529 |       3143 |                 requests.packages
import time:       230 |        230 |                       certifi.core
import time:       233 |        463 |                     certifi
import time:       162 |        624 |                   requests.certs
import time:       169 |        169 |                   requests.__version__
import time:       408 |        408 |                   requests._internal_utils
import time:       372 |        372 |                   requests.cookies
import time:       238 |        238 |                   requests.structures
import time:       162 |        162 |                       importlib.resources._itertools
import time:       330 |        491 |                     importlib.resources.readers
import time:       174 |        664 |                   importlib.readers
import time:       656 |       3128 |                 requests.utils
import time:       303 |        303 |                       requests.auth
import time:       365 |        365 |                           stringprep
import time:       280 |        645 |                         encodings.idna
import time:       172 |        172 |                         requests.hooks
import time:       395 |        395 |                         requests.status_codes
import time:       504 |       1715 |                       requests.models
import time:       168 |        168 |                         urllib3.contrib
import time:        99 |         99 |                         socks
import time:       266 |        532 |                       urllib3.contrib.socks
import time:       355 |       2904 |                     requests.adapters
import time:       429 |       3332 |                   requests.sessions
import time:       210 |       3542 |                 requests.api
import time:       378 |      61282 |               requests
import time:       217 |        217 |                     IPython.core
import time:       248 |        465 |                   IPython.core.getipython
import time:       184 |        184 |                   IPython.core.release
import time:       180 |        180 |                               traitlets.utils
import time:       251 |        430 |                             traitlets.utils.bunch
import time:       174 |        174 |                             traitlets.utils.descriptions
import time:       152 |        152 |                             traitlets.utils.getargspec
import time:       151 |        151 |                             traitlets.utils.importstring
import time:       166 |        166 |                             traitlets.utils.sentinel
import time:       158 |        158 |                             traitlets.utils.warnings
import time:      2918 |       4145 |                           traitlets.traitlets
import time:       299 |        299 |                           traitlets._version
import time:       186 |        186 |                           traitlets.utils.decorators
import time:       303 |       4931 |                         traitlets
import time:       465 |        465 |                           pprint
import time:       630 |        630 |                             logging.handlers
import time:       693 |        693 |                             socketserver
import time:      1182 |       2504 |                           logging.config
import time:       165 |        165 |                             traitlets.utils.text
import time:      2121 |       2121 |                                 gettext
import time:      1033 |       3154 |                               argparse
import time:      1057 |       4211 |                             traitlets.config.loader
import time:       740 |       5115 |                           traitlets.config.configurable
import time:       192 |        192 |                           traitlets.utils.nested_update
import time:      1006 |       9279 |                         traitlets.config.application
import time:       195 |      14404 |                       traitlets.config
import time:        22 |      14425 |                     traitlets.config.application
import time:      1081 |       1081 |                               html.entities
import time:       456 |       1536 |                             html
import time:       253 |        253 |                                 executing._utils
import time:       364 |        364 |                                   executing._exceptions
import time:       546 |        909 |                                 executing._position_node_finder
import time:       613 |       1773 |                               executing.executing
import time:       173 |        173 |                               executing._pytest_utils
import time:       158 |        158 |                               executing.version
import time:       389 |       2492 |                             executing
import time:       394 |        394 |                                 asttokens.line_numbers
import time:       153 |        153 |                                       astroid
import time:        49 |        201 |                                     astroid.nodes
import time:       703 |        904 |                                   asttokens.util
import time:       335 |       1239 |                                 asttokens.asttokens
import time:       261 |       1894 |                               asttokens
import time:        19 |       1912 |                             asttokens.util
import time:       726 |        726 |                                       _decimal
import time:       288 |       1014 |                                     decimal
import time:      1371 |       1371 |                                     fractions
import time:       584 |       2968 |                                   pure_eval.utils
import time:       208 |       3175 |                                 pure_eval.my_getattr_static
import time:       446 |       3621 |                               pure_eval.core
import time:       197 |        197 |                               pure_eval.version
import time:       276 |       4093 |                             pure_eval
import time:       992 |        992 |                             stack_data.utils
import time:      1446 |      12469 |                           stack_data.core
import time:       360 |        360 |                           stack_data.formatting
import time:       309 |        309 |                           stack_data.serializing
import time:       166 |        166 |                           stack_data.version
import time:       307 |      13609 |                         stack_data
import time:       223 |        223 |                             pygments
import time:       226 |        226 |                             pygments.formatters._mapping
import time:       174 |        174 |                             pygments.plugin
import time:       818 |        818 |                             pygments.util
import time:       315 |       1755 |                           pygments.formatters
import time:       247 |        247 |                               pygments.styles._mapping
import time:       236 |        482 |                             pygments.styles
import time:       191 |        673 |                           pygments.formatter
import time:       176 |        176 |                           pygments.console
import time:       352 |        352 |                             pygments.token
import time:       347 |        698 |                           pygments.style
import time:       311 |       3612 |                         pygments.formatters.terminal256
import time:       280 |        280 |                         IPython.utils
import time:       376 |        376 |                           glob
import time:       435 |        435 |                                 shlex
import time:       356 |        356 |                                   IPython.utils.encoding
import time:       476 |        831 |                                 IPython.utils.py3compat
import time:       277 |       1543 |                               IPython.utils._process_common
import time:       224 |       1766 |                             IPython.utils._process_posix
import time:       209 |       1975 |                           IPython.utils.process
import time:       320 |       2670 |                         IPython.utils.path
import time:       359 |        359 |                           pygments.styles.monokai
import time:       353 |        353 |                           pygments.styles.default
import time:       403 |        403 |                           pygments.styles.pastie
import time:       549 |        549 |                           pygments.styles.gruvbox
import time:     11687 |      13350 |                         IPython.utils.PyColorize
import time:       232 |        232 |                         IPython.utils.terminal
import time:       377 |        377 |                         IPython.core.display_trap
import time:       502 |        502 |                               pkgutil
import time:       524 |        524 |                               sysconfig
import time:       540 |        540 |                               _sysconfigdata__x86_64-linux-gnu
import time:      2335 |       3900 |                             pydoc
import time:       274 |        274 |                                 codeop
import time:       293 |        567 |                               IPython.core.debugger_backport
import time:       299 |        299 |                                 cmd
import time:       905 |        905 |                                 bdb
import time:       311 |        311 |                                 code
import time:       699 |       2213 |                               pdb
import time:       573 |       3351 |                             IPython.core.debugger
import time:       468 |       7719 |                           IPython.core.tbtools
import time:       316 |       8034 |                         IPython.core.doctb
import time:       616 |      42776 |                       IPython.core.ultratb
import time:       165 |        165 |                         IPython.utils._sysinfo
import time:       226 |        391 |                       IPython.utils.sysinfo
import time:       308 |      43473 |                     IPython.core.crashhandler
import time:       166 |        166 |                         IPython.utils.importstring
import time:       311 |        476 |                       IPython.paths
import time:       474 |        949 |                     IPython.core.profiledir
import time:       769 |      59615 |                   IPython.core.application
import time:       183 |        183 |                     IPython.terminal
import time:       246 |        246 |                     IPython.core.compilerop
import time:       253 |        253 |                       IPython.core.error
import time:       170 |        170 |                         IPython.utils.docs
import time:       215 |        385 |                       IPython.utils.decorators
import time:       708 |        708 |                       IPython.utils.text
import time:       427 |       1771 |                     IPython.core.magic_arguments
import time:       254 |        254 |                       getopt
import time:       211 |        211 |                             IPython.core.display_functions
import time:       188 |        188 |                                 IPython.testing
import time:       236 |        424 |                               IPython.testing.skipdoctest
import time:       648 |       1071 |                             IPython.core.display
import time:       175 |        175 |                               IPython.lib
import time:       519 |        694 |                             IPython.lib.display
import time:       195 |       2170 |                           IPython.display
import time:       185 |        185 |                           IPython.utils.data
import time:       336 |       2690 |                         IPython.core.page
import time:       625 |        625 |                         IPython.lib.pretty
import time:       385 |        385 |                         IPython.utils.openpy
import time:       176 |        176 |                         IPython.utils.dir2
import time:       215 |        215 |                         IPython.utils.wildcard
import time:      1233 |       1233 |                           pygments.lexers._mapping
import time:       382 |        382 |                           pygments.modeline
import time:       319 |       1933 |                         pygments.lexers
import time:       188 |        188 |                             pygments.filter
import time:       503 |        503 |                             pygments.filters
import time:       248 |        248 |                             pygments.regexopt
import time:       708 |       1645 |                           pygments.lexer
import time:       267 |        267 |                           pygments.unistring
import time:       835 |       2746 |                         pygments.lexers.python
import time:       103 |        103 |                           ctags
import time:       385 |        488 |                         pygments.formatters.html
import time:      1768 |      11021 |                       IPython.core.oinspect
import time:       409 |        409 |                         IPython.utils.tokenutil
import time:      1439 |       1848 |                       IPython.core.inputtransformer2
import time:       247 |        247 |                       IPython.utils.ipstruct
import time:       843 |      14212 |                     IPython.core.magic
import time:        92 |         92 |                       runpy
import time:       201 |        201 |                         IPython.external
import time:       105 |        105 |                         cPickle
import time:       355 |        660 |                       IPython.external.pickleshare
import time:       219 |        219 |                       IPython.core.hooks
import time:       214 |        214 |                         IPython.core.autocall
import time:       297 |        297 |                         IPython.core.macro
import time:       463 |        463 |                         IPython.core.splitinput
import time:      2115 |       3088 |                       IPython.core.prefilter
import time:       558 |        558 |                       IPython.core.alias
import time:       365 |        365 |                       IPython.core.builtin_trap
import time:       563 |        563 |                           decorator
import time:       935 |        935 |                               _sqlite3
import time:       334 |       1269 |                             sqlite3.dbapi2
import time:       254 |       1523 |                           sqlite3
import time:      3087 |       5173 |                         IPython.core.history
import time:       438 |       5610 |                       IPython.core.displayhook
import time:       507 |        507 |                       IPython.core.displaypub
import time:       254 |        254 |                       IPython.core.events
import time:       332 |        332 |                       IPython.core.extensions
import time:       188 |        188 |                         IPython.utils.sentinel
import time:      2241 |       2429 |                       IPython.core.formatters
import time:       272 |        272 |                       IPython.core.logger
import time:       314 |        314 |                       IPython.core.payload
import time:       393 |        393 |                           argcomplete.completers
import time:       162 |        162 |                           argcomplete.exceptions
import time:       174 |        174 |                             argcomplete.io
import time:       154 |        154 |                               argcomplete.packages
import time:       254 |        254 |                               argcomplete.packages._shlex
import time:       187 |        594 |                             argcomplete.lexers
import time:       259 |        259 |                             argcomplete.packages._argparse
import time:       484 |       1509 |                           argcomplete.finders
import time:       178 |        178 |                           argcomplete.shell_integration
