import time: self [us] | cumulative | imported package
import time:      1191 |       1191 |           contextlib
import time:        53 |         53 |           _typing
import time:      4162 |       6401 |         typing
import time:       874 |        874 |           sglang.lang.backend
import time:       644 |        644 |                 weakref
import time:       419 |       1063 |               copy
import time:        68 |         68 |                   _ast
import time:      1668 |       1735 |                 ast
import time:        54 |         54 |                     _opcode
import time:       841 |        894 |                   opcode
import time:      1264 |       2157 |                 dis
import time:       375 |        375 |                     token
import time:        41 |         41 |                     _tokenize
import time:      1016 |       1431 |                   tokenize
import time:       637 |       2068 |                 linecache
import time:      2195 |       8153 |               inspect
import time:      1006 |      10221 |             dataclasses
import time:      4837 |      15057 |           sglang.lang.chat_template
import time:     51571 |      51571 |               numpy.version
import time:       583 |        583 |               numpy._expired_attrs_2_0
import time:      2466 |       2466 |                   numpy._utils._convertions
import time:      2267 |       4732 |                 numpy._utils
import time:       836 |       5567 |               numpy._globals
import time:        89 |         89 |                 numpy._distributor_init_local
import time:       510 |        599 |               numpy._distributor_init
import time:       335 |        335 |                           _datetime
import time:      4999 |       5333 |                         datetime
import time:       541 |        541 |                         numpy.exceptions
import time:       513 |        513 |                         numpy._core._exceptions
import time:       606 |        606 |                             _contextvars
import time:       596 |       1202 |                           contextvars
import time:      1017 |       2218 |                         numpy._core.printoptions
import time:       382 |        382 |                         numpy.dtypes
import time:    146354 |     155338 |                       numpy._core._multiarray_umath
import time:       420 |        420 |                         numpy._utils._inspect
import time:       669 |       1088 |                       numpy._core.overrides
import time:      2104 |     158529 |                     numpy._core.multiarray
import time:      2739 |       2739 |                     numpy._core.umath
import time:       883 |        883 |                       numbers
import time:       683 |        683 |                       numpy._core._dtype
import time:      1104 |       1104 |                       numpy._core._string_helpers
import time:       630 |        630 |                       numpy._core._type_aliases
import time:       696 |       3994 |                     numpy._core.numerictypes
import time:       626 |        626 |                       numpy._core._ufunc_config
import time:       127 |        127 |                               _struct
import time:       566 |        693 |                             struct
import time:       851 |        851 |                             _compat_pickle
import time:       160 |        160 |                             _pickle
import time:      1480 |       3182 |                           pickle
import time:       456 |       3638 |                         numpy._core._methods
import time:      2456 |       6093 |                       numpy._core.fromnumeric
import time:       494 |       7212 |                     numpy._core._machar
import time:      1151 |       1151 |                         numpy._core.shape_base
import time:       446 |        446 |                         numpy._core._asarray
import time:      1886 |       1886 |                         numpy._core.arrayprint
import time:      1179 |       4660 |                       numpy._core.numeric
import time:      1615 |       6274 |                     numpy._core.einsumfunc
import time:       578 |        578 |                     numpy._core.function_base
import time:       638 |        638 |                     numpy._core.getlimits
import time:       509 |        509 |                     numpy._core.memmap
import time:       702 |        702 |                     numpy._core.records
import time:      3007 |       3007 |                     numpy._core._add_newdocs
import time:       615 |        615 |                     numpy._core._add_newdocs_scalars
import time:       432 |        432 |                     numpy._core._dtype_ctypes
import time:      1439 |       1439 |                         _ctypes
import time:       609 |        609 |                         ctypes._endian
import time:      3003 |       5050 |                       ctypes
import time:      1135 |       6184 |                     numpy._core._internal
import time:       341 |        341 |                     numpy._pytesttester
import time:      4316 |     196063 |                   numpy._core
import time:        43 |     196106 |                 numpy._core._multiarray_umath
import time:       647 |     196753 |               numpy.__config__
import time:       940 |        940 |                                 numpy._typing._nbit_base
import time:      1075 |       1075 |                                 numpy._typing._nested_sequence
import time:       768 |        768 |                                 numpy._typing._shape
import time:      9630 |      12412 |                               numpy._typing._array_like
import time:      2741 |       2741 |                               numpy._typing._char_codes
import time:      5302 |       5302 |                               numpy._typing._dtype_like
import time:       294 |        294 |                               numpy._typing._nbit
import time:       296 |        296 |                               numpy._typing._scalars
import time:       291 |        291 |                               numpy._typing._ufunc
import time:      2061 |      23393 |                             numpy._typing
import time:       464 |        464 |                               numpy.lib._stride_tricks_impl
import time:       797 |       1261 |                             numpy.lib._twodim_base_impl
import time:       301 |        301 |                               numpy.lib._array_utils_impl
import time:       510 |        810 |                             numpy.lib.array_utils
import time:       926 |        926 |                             numpy.linalg._umath_linalg
import time:      3252 |      29640 |                           numpy.linalg._linalg
import time:       306 |        306 |                           numpy.linalg.linalg
import time:      2525 |      32470 |                         numpy.linalg
import time:      1726 |      34196 |                       numpy.matrixlib.defmatrix
import time:      1020 |      35215 |                     numpy.matrixlib
import time:       765 |        765 |                       numpy.lib._histograms_impl
import time:      1928 |       2693 |                     numpy.lib._function_base_impl
import time:       304 |        304 |                     numpy.lib.stride_tricks
import time:       981 |      39192 |                   numpy.lib._index_tricks_impl
import time:       928 |      40120 |                 numpy.lib._arraypad_impl
import time:      1362 |       1362 |                 numpy.lib._arraysetops_impl
import time:       476 |        476 |                 numpy.lib._arrayterator_impl
import time:      4225 |       4225 |                 numpy.lib._nanfunctions_impl
import time:       128 |        128 |                           _wmi
import time:      1181 |       1309 |                         platform
import time:      4416 |       4416 |                         textwrap
import time:       572 |       6296 |                       numpy.lib._utils_impl
import time:       569 |       6864 |                     numpy.lib._format_impl
import time:       408 |       7272 |                   numpy.lib.format
import time:       490 |        490 |                   numpy.lib._datasource
import time:       609 |        609 |                   numpy.lib._iotools
import time:      1121 |       9490 |                 numpy.lib._npyio_impl
import time:       345 |        345 |                     numpy.lib._ufunclike_impl
import time:       549 |        893 |                   numpy.lib._type_check_impl
import time:       952 |       1844 |                 numpy.lib._polynomial_impl
import time:       539 |        539 |                 numpy.lib._shape_base_impl
import time:       373 |        373 |                 numpy.lib._version
import time:       339 |        339 |                 numpy.lib.introspect
import time:       326 |        326 |                 numpy.lib.mixins
import time:       307 |        307 |                 numpy.lib.npyio
import time:       947 |        947 |                   numpy.lib._scimath_impl
import time:       224 |       1170 |                 numpy.lib.scimath
import time:     11147 |      71712 |               numpy.lib
import time:       432 |        432 |               numpy._array_api_info
import time:     16134 |     343346 |             numpy
import time:      2702 |     346047 |           sglang.lang.choices
import time:      1220 |       1220 |                   concurrent
import time:      1231 |       1231 |                       traceback
import time:        52 |         52 |                         _string
import time:      1011 |       1063 |                       string
import time:        75 |         75 |                       atexit
import time:      3105 |       5472 |                     logging
import time:      1069 |       6541 |                   concurrent.futures._base
import time:      1557 |       9317 |                 concurrent.futures
import time:        61 |         61 |                   _heapq
import time:       755 |        816 |                 heapq
import time:       360 |        360 |                   _socket
import time:        75 |         75 |                     select
import time:      1040 |       1115 |                   selectors
import time:       102 |        102 |                   array
import time:      2174 |       3749 |                 socket
import time:        95 |         95 |                     _locale
import time:      1288 |       1382 |                   locale
import time:      1352 |       1352 |                   signal
import time:        90 |         90 |                   fcntl
import time:       191 |        191 |                   msvcrt
import time:        61 |         61 |                   _posixsubprocess
import time:      1125 |       4198 |                 subprocess
import time:     21750 |      21750 |                   _ssl
import time:       223 |        223 |                     binascii
import time:       904 |       1127 |                   base64
import time:     12628 |      35503 |                 ssl
import time:       545 |        545 |                 asyncio.constants
import time:       338 |        338 |                 asyncio.coroutines
import time:       236 |        236 |                   asyncio.format_helpers
import time:       254 |        254 |                     asyncio.base_futures
import time:       397 |        397 |                     asyncio.exceptions
import time:       362 |        362 |                     asyncio.base_tasks
import time:       908 |       1919 |                   _asyncio
import time:       710 |       2864 |                 asyncio.events
import time:       437 |        437 |                 asyncio.futures
import time:       400 |        400 |                 asyncio.protocols
import time:       615 |        615 |                   asyncio.transports
import time:       226 |        226 |                   asyncio.log
import time:      1013 |       1853 |                 asyncio.sslproto
import time:       240 |        240 |                     asyncio.mixins
import time:       557 |        797 |                   asyncio.locks
import time:       519 |        519 |                     asyncio.timeouts
import time:       635 |       1153 |                   asyncio.tasks
import time:       437 |       2386 |                 asyncio.staggered
import time:       283 |        283 |                 asyncio.trsock
import time:      1536 |      64219 |               asyncio.base_events
import time:       399 |        399 |               asyncio.runners
import time:       479 |        479 |               asyncio.queues
import time:       571 |        571 |               asyncio.streams
import time:       354 |        354 |               asyncio.subprocess
import time:       386 |        386 |               asyncio.taskgroups
import time:       394 |        394 |               asyncio.threads
import time:       562 |        562 |                 asyncio.base_subprocess
import time:       711 |        711 |                 asyncio.selector_events
import time:      5925 |       7197 |               asyncio.unix_events
import time:      9504 |      83500 |             asyncio
import time:       791 |        791 |                 multiprocessing.process
import time:       634 |        634 |                 multiprocessing.reduction
import time:      1309 |       2734 |               multiprocessing.context
import time:      6101 |       8835 |             multiprocessing
import time:       582 |        582 |               _queue
import time:       503 |       1084 |             queue
import time:       130 |        130 |               _uuid
import time:       899 |       1029 |             uuid
import time:       456 |        456 |             concurrent.futures.thread
import time:      2563 |       2563 |               tqdm._monitor
import time:       276 |        276 |               tqdm._tqdm_pandas
import time:        84 |         84 |                     unicodedata
import time:      2423 |       2506 |                   tqdm.utils
import time:      1328 |       3833 |                 tqdm.std
import time:       152 |        152 |                       _csv
import time:      1237 |       1388 |                     csv
import time:      6467 |       6467 |                     email
import time:       102 |        102 |                         zlib
import time:       740 |        740 |                           _compression
import time:      1012 |       1012 |                           _bz2
import time:       624 |       2375 |                         bz2
import time:      1107 |       1107 |                           _lzma
import time:       730 |       1836 |                         lzma
import time:      1064 |       5375 |                       shutil
import time:      1408 |       1408 |                         zipfile._path.glob
import time:      2073 |       3481 |                       zipfile._path
import time:      3291 |      12146 |                     zipfile
import time:       888 |        888 |                         quopri
import time:        44 |         44 |                               _bisect
import time:       308 |        352 |                             bisect
import time:        35 |         35 |                             _random
import time:        62 |         62 |                             _sha2
import time:      1092 |       1539 |                           random
import time:       926 |        926 |                             calendar
import time:       897 |       1823 |                           email._parseaddr
import time:       228 |        228 |                             email.base64mime
import time:       312 |        312 |                             email.quoprimime
import time:       563 |        563 |                             email.errors
import time:       236 |        236 |                             email.encoders
import time:       351 |       1689 |                           email.charset
import time:       639 |       5689 |                         email.utils
import time:       686 |        686 |                           email.header
import time:       398 |       1084 |                         email._policybase
import time:       535 |        535 |                         email._encoded_words
import time:       227 |        227 |                         email.iterators
import time:      2651 |      11072 |                       email.message
import time:       214 |        214 |                         importlib.metadata._functools
import time:       279 |        492 |                       importlib.metadata._text
import time:       470 |      12034 |                     importlib.metadata._adapters
import time:       485 |        485 |                     importlib.metadata._meta
import time:       344 |        344 |                     importlib.metadata._collections
import time:       226 |        226 |                     importlib.metadata._itertools
import time:      1008 |       1008 |                           tempfile
import time:       489 |        489 |                           importlib.resources.abc
import time:       425 |        425 |                           importlib.resources._adapters
import time:       598 |       2519 |                         importlib.resources._common
import time:       334 |        334 |                         importlib.resources._legacy
import time:      1549 |       4401 |                       importlib.resources
import time:       721 |       5121 |                     importlib.abc
import time:      2712 |      40920 |                   importlib.metadata
import time:      1223 |       1223 |                     email.feedparser
import time:       555 |       1777 |                   email.parser
import time:      8081 |      50777 |                 tqdm.version
import time:      2014 |      56624 |               tqdm.cli
import time:       595 |        595 |               tqdm.gui
import time:      7913 |      67968 |             tqdm
import time:     47697 |      47697 |             sglang.lang.ir
import time:       947 |        947 |                     _json
import time:       961 |       1907 |                   json.scanner
import time:      1213 |       3120 |                 json.decoder
import time:      1086 |       1086 |                 json.encoder
import time:      4555 |       8760 |               json
import time:      1213 |       1213 |                   _hashlib
import time:        52 |         52 |                   _blake2
import time:       418 |       1683 |                 hashlib
import time:      2495 |       2495 |                   http
import time:      1171 |       3665 |                 http.client
import time:       751 |        751 |                   urllib.response
import time:       433 |       1183 |                 urllib.error
import time:      2415 |       8945 |               urllib.request
import time:       398 |        398 |                 pybase64._license
import time:       228 |        228 |                 pybase64._version
import time:      1814 |       1814 |                 pybase64._pybase64
import time:      3770 |       6208 |               pybase64
import time:      6428 |       6428 |                   urllib3.exceptions
import time:      1178 |       1178 |                           urllib3.util.timeout
import time:       559 |       1737 |                         urllib3.util.connection
import time:       272 |        272 |                           urllib3.util.util
import time:       134 |        134 |                           brotlicffi
import time:        86 |         86 |                           brotli
import time:        81 |         81 |                           backports
import time:       634 |       1206 |                         urllib3.util.request
import time:       255 |        255 |                         urllib3.util.response
import time:       597 |        597 |                         urllib3.util.retry
import time:       392 |        392 |                           hmac
import time:      7563 |       7563 |                           urllib3.util.url
import time:       474 |        474 |                           urllib3.util.ssltransport
import time:       447 |       8874 |                         urllib3.util.ssl_
import time:       331 |        331 |                         urllib3.util.wait
import time:      3620 |      16617 |                       urllib3.util
import time:        49 |      16666 |                     urllib3.util.connection
import time:      1030 |      17695 |                   urllib3._base_connection
import time:      1033 |       1033 |                   urllib3._collections
import time:       299 |        299 |                   urllib3._version
import time:       147 |        147 |                             _winapi
import time:       116 |        116 |                             winreg
import time:       669 |        930 |                           mimetypes
import time:       438 |       1367 |                         urllib3.fields
import time:      1354 |       2721 |                       urllib3.filepost
import time:       100 |        100 |                         brotlicffi
import time:        91 |         91 |                         brotli
import time:      1996 |       1996 |                           urllib3.http2
import time:       529 |        529 |                           urllib3.http2.probe
import time:       657 |        657 |                           urllib3.util.ssl_match_hostname
import time:      1021 |       4202 |                         urllib3.connection
import time:       105 |        105 |                         backports
import time:       840 |       5336 |                       urllib3.response
import time:       537 |       8593 |                     urllib3._request_methods
import time:       299 |        299 |                     urllib3.util.proxy
import time:       621 |       9512 |                   urllib3.connectionpool
import time:      1113 |       1113 |                   urllib3.poolmanager
import time:      4082 |      40159 |                 urllib3
import time:     15112 |      15112 |                         81d243bd2c585b0f4821__mypyc
import time:      2877 |       2877 |                         charset_normalizer.constant
import time:       562 |        562 |                           _multibytecodec
import time:       914 |       1476 |                         charset_normalizer.utils
import time:       507 |        507 |                         charset_normalizer.models
import time:      1711 |      21682 |                       charset_normalizer.cd
import time:       809 |        809 |                       _codecs_tw
import time:       828 |        828 |                       _codecs_hk
import time:       910 |        910 |                       _codecs_jp
import time:     23267 |      23267 |                       _codecs_kr
import time:      1247 |       1247 |                       _codecs_cn
import time:       687 |        687 |                       _codecs_iso2022
import time:     44379 |      93806 |                     charset_normalizer.api
import time:       246 |        246 |                     charset_normalizer.legacy
import time:       211 |        211 |                     charset_normalizer.version
import time:       101 |        101 |                     simplejson
import time:      2964 |       2964 |                     http.cookiejar
import time:      1223 |       1223 |                     http.cookies
import time:      5755 |     104303 |                   requests.compat
import time:      2051 |     106354 |                 requests.exceptions
import time:       104 |        104 |                 chardet
import time:      1621 |       1621 |                       idna.idnadata
import time:      1333 |       1333 |                       idna.intranges
import time:       972 |       3926 |                     idna.core
import time:       264 |        264 |                     idna.package_data
import time:      3873 |       8062 |                   idna
import time:       883 |       8944 |                 requests.packages
import time:       516 |        516 |                       certifi.core
import time:      3045 |       3560 |                     certifi
import time:       262 |       3822 |                   requests.certs
import time:       261 |        261 |                   requests.__version__
import time:       504 |        504 |                   requests._internal_utils
import time:       522 |        522 |                   requests.cookies
import time:       358 |        358 |                   requests.structures
import time:       453 |        453 |                       importlib.resources._itertools
import time:       505 |        957 |                     importlib.resources.readers
import time:       263 |       1220 |                   importlib.readers
import time:      1970 |       8654 |                 requests.utils
import time:       425 |        425 |                       requests.auth
import time:       647 |        647 |                           stringprep
import time:       555 |       1202 |                         encodings.idna
import time:       222 |        222 |                         requests.hooks
import time:       461 |        461 |                         requests.status_codes
import time:       643 |       2525 |                       requests.models
import time:      1641 |       1641 |                         urllib3.contrib
import time:       107 |        107 |                         socks
import time:      1174 |       2920 |                       urllib3.contrib.socks
import time:       490 |       6359 |                     requests.adapters
import time:       622 |       6980 |                   requests.sessions
import time:       315 |       7294 |                 requests.api
import time:      7276 |     178783 |               requests
import time:     20297 |      20297 |                     IPython.core
import time:      1477 |      21773 |                   IPython.core.getipython
import time:       754 |        754 |                   IPython.core.release
import time:      1601 |       1601 |                               traitlets.utils
import time:       428 |       2029 |                             traitlets.utils.bunch
import time:       280 |        280 |                             traitlets.utils.descriptions
import time:       218 |        218 |                             traitlets.utils.getargspec
import time:       219 |        219 |                             traitlets.utils.importstring
import time:       237 |        237 |                             traitlets.utils.sentinel
import time:       232 |        232 |                             traitlets.utils.warnings
import time:      6161 |       9372 |                           traitlets.traitlets
import time:       363 |        363 |                           traitlets._version
import time:       253 |        253 |                           traitlets.utils.decorators
import time:      2407 |      12393 |                         traitlets
import time:       940 |        940 |                           pprint
import time:       764 |        764 |                             logging.handlers
import time:      1040 |       1040 |                             socketserver
import time:      1505 |       3308 |                           logging.config
import time:       428 |        428 |                             traitlets.utils.text
import time:      2684 |       2684 |                                 gettext
import time:      1559 |       4242 |                               argparse
import time:      1611 |       5853 |                             traitlets.config.loader
import time:      1080 |       7360 |                           traitlets.config.configurable
import time:       618 |        618 |                           traitlets.utils.nested_update
import time:      1298 |      13522 |                         traitlets.config.application
import time:      1122 |      27036 |                       traitlets.config
import time:        37 |      27072 |                     traitlets.config.application
import time:      1774 |       1774 |                               html.entities
import time:      2777 |       4550 |                             html
import time:       632 |        632 |                                 executing._utils
import time:       464 |        464 |                                   executing._exceptions
import time:       893 |       1357 |                                 executing._position_node_finder
import time:      2626 |       4614 |                               executing.executing
import time:       278 |        278 |                               executing._pytest_utils
import time:       251 |        251 |                               executing.version
import time:      4333 |       9475 |                             executing
import time:       628 |        628 |                                 asttokens.line_numbers
import time:       164 |        164 |                                       astroid
import time:        50 |        213 |                                     astroid.nodes
import time:      1498 |       1711 |                                   asttokens.util
import time:       487 |       2197 |                                 asttokens.asttokens
import time:      3889 |       6714 |                               asttokens
import time:        19 |       6733 |                             asttokens.util
import time:      2707 |       2707 |                                       _decimal
import time:       397 |       3103 |                                     decimal
import time:      2047 |       2047 |                                     fractions
import time:       661 |       5809 |                                   pure_eval.utils
import time:       300 |       6109 |                                 pure_eval.my_getattr_static
import time:       601 |       6709 |                               pure_eval.core
import time:       278 |        278 |                               pure_eval.version
import time:      2645 |       9631 |                             pure_eval
import time:      3772 |       3772 |                             stack_data.utils
import time:      1766 |      35923 |                           stack_data.core
import time:       480 |        480 |                           stack_data.formatting
import time:       425 |        425 |                           stack_data.serializing
import time:       277 |        277 |                           stack_data.version
import time:      4150 |      41254 |                         stack_data
import time:      7062 |       7062 |                             pygments
import time:       754 |        754 |                             pygments.formatters._mapping
import time:       446 |        446 |                             pygments.plugin
import time:      2827 |       2827 |                             pygments.util
import time:     39467 |      50554 |                           pygments.formatters
import time:       550 |        550 |                               pygments.styles._mapping
import time:      8203 |       8753 |                             pygments.styles
import time:       497 |       9250 |                           pygments.formatter
import time:       263 |        263 |                           pygments.console
import time:       421 |        421 |                             pygments.token
import time:       435 |        856 |                           pygments.style
import time:      1876 |      62796 |                         pygments.formatters.terminal256
import time:      4358 |       4358 |                         IPython.utils
import time:      1318 |       1318 |                           glob
import time:      1076 |       1076 |                                 shlex
import time:       819 |        819 |                                   IPython.utils.encoding
import time:      1260 |       2078 |                                 IPython.utils.py3compat
import time:       662 |       3815 |                               IPython.utils._process_common
import time:       696 |       4510 |                             IPython.utils._process_posix
import time:       564 |       5074 |                           IPython.utils.process
import time:      1484 |       7875 |                         IPython.utils.path
import time:      1314 |       1314 |                           pygments.styles.monokai
import time:       487 |        487 |                           pygments.styles.default
import time:       628 |        628 |                           pygments.styles.pastie
import time:       669 |        669 |                           pygments.styles.gruvbox
import time:     12279 |      15374 |                         IPython.utils.PyColorize
import time:       362 |        362 |                         IPython.utils.terminal
import time:       840 |        840 |                         IPython.core.display_trap
import time:       831 |        831 |                               pkgutil
import time:       815 |        815 |                               sysconfig
import time:      1185 |       1185 |                               _sysconfigdata__x86_64-linux-gnu
import time:      4925 |       7755 |                             pydoc
import time:       475 |        475 |                                 codeop
import time:       498 |        972 |                               IPython.core.debugger_backport
import time:       526 |        526 |                                 cmd
import time:      1191 |       1191 |                                 bdb
import time:       398 |        398 |                                 code
import time:      1115 |       3228 |                               pdb
import time:      1377 |       5576 |                             IPython.core.debugger
import time:       605 |      13936 |                           IPython.core.tbtools
import time:       606 |      14541 |                         IPython.core.doctb
import time:      1327 |     148723 |                       IPython.core.ultratb
import time:       501 |        501 |                         IPython.utils._sysinfo
import time:       554 |       1055 |                       IPython.utils.sysinfo
import time:       471 |     150248 |                     IPython.core.crashhandler
import time:       236 |        236 |                         IPython.utils.importstring
import time:       788 |       1023 |                       IPython.paths
import time:       821 |       1843 |                     IPython.core.profiledir
import time:      1606 |     180768 |                   IPython.core.application
import time:      1648 |       1648 |                     IPython.terminal
import time:       356 |        356 |                     IPython.core.compilerop
import time:       359 |        359 |                       IPython.core.error
import time:       301 |        301 |                         IPython.utils.docs
import time:       306 |        606 |                       IPython.utils.decorators
import time:       835 |        835 |                       IPython.utils.text
import time:      1009 |       2808 |                     IPython.core.magic_arguments
import time:       626 |        626 |                       getopt
import time:       497 |        497 |                             IPython.core.display_functions
import time:      1404 |       1404 |                                 IPython.testing
import time:      2526 |       3930 |                               IPython.testing.skipdoctest
import time:       758 |       4688 |                             IPython.core.display
import time:      1612 |       1612 |                               IPython.lib
import time:       917 |       2529 |                             IPython.lib.display
import time:       847 |       8559 |                           IPython.display
import time:       476 |        476 |                           IPython.utils.data
import time:       549 |       9583 |                         IPython.core.page
import time:      1237 |       1237 |                         IPython.lib.pretty
import time:       859 |        859 |                         IPython.utils.openpy
import time:       472 |        472 |                         IPython.utils.dir2
import time:       552 |        552 |                         IPython.utils.wildcard
import time:      4002 |       4002 |                           pygments.lexers._mapping
import time:       768 |        768 |                           pygments.modeline
import time:     30801 |      35570 |                         pygments.lexers
import time:       486 |        486 |                             pygments.filter
import time:      1750 |       1750 |                             pygments.filters
import time:       483 |        483 |                             pygments.regexopt
import time:      1209 |       3926 |                           pygments.lexer
import time:       438 |        438 |                           pygments.unistring
import time:      2558 |       6922 |                         pygments.lexers.python
import time:       112 |        112 |                           ctags
import time:       541 |        653 |                         pygments.formatters.html
import time:      2130 |      57973 |                       IPython.core.oinspect
import time:       733 |        733 |                         IPython.utils.tokenutil
import time:      1856 |       2589 |                       IPython.core.inputtransformer2
import time:       555 |        555 |                       IPython.utils.ipstruct
import time:      1109 |      62851 |                     IPython.core.magic
import time:        88 |         88 |                       runpy
import time:      1344 |       1344 |                         IPython.external
import time:       104 |        104 |                         cPickle
import time:       595 |       2042 |                       IPython.external.pickleshare
import time:       371 |        371 |                       IPython.core.hooks
import time:       443 |        443 |                         IPython.core.autocall
import time:       530 |        530 |                         IPython.core.macro
import time:       754 |        754 |                         IPython.core.splitinput
import time:      2393 |       4118 |                       IPython.core.prefilter
import time:       809 |        809 |                       IPython.core.alias
import time:       467 |        467 |                       IPython.core.builtin_trap
import time:      1103 |       1103 |                           decorator
import time:      1980 |       1980 |                               _sqlite3
import time:       543 |       2522 |                             sqlite3.dbapi2
import time:      2393 |       4915 |                           sqlite3
import time:      3358 |       9375 |                         IPython.core.history
import time:       677 |      10051 |                       IPython.core.displayhook
import time:       766 |        766 |                       IPython.core.displaypub
import time:       370 |        370 |                       IPython.core.events
import time:       431 |        431 |                       IPython.core.extensions
import time:       409 |        409 |                         IPython.utils.sentinel
import time:      2647 |       3055 |                       IPython.core.formatters
import time:       402 |        402 |                       IPython.core.logger
import time:       537 |        537 |                       IPython.core.payload
import time:      1914 |       1914 |                           argcomplete.completers
import time:       250 |        250 |                           argcomplete.exceptions
import time:       248 |        248 |                             argcomplete.io
import time:       702 |        702 |                               argcomplete.packages
import time:       419 |        419 |                               argcomplete.packages._shlex
import time:       260 |       1379 |                             argcomplete.lexers
import time:       331 |        331 |                             argcomplete.packages._argparse
import time:      1328 |       3286 |                           argcomplete.finders
import time:       287 |        287 |                           argcomplete.shell_integration
