import time: self [us] | cumulative | imported package
import time:       468 |        468 |                         ctypes._endian
import time:      1154 |       2620 |                       ctypes
import time:       907 |       3527 |                     numpy._core._internal
import time:       269 |        269 |                     numpy._pytesttester
import time:       663 |      35238 |                   numpy._core
import time:        33 |      35271 |                 numpy._core._multiarray_umath
import time:       406 |      35677 |               numpy.__config__
import time:       870 |        870 |                                 numpy._typing._nbit_base
import time:      1043 |       1043 |                                 numpy._typing._nested_sequence
import time:       733 |        733 |                                 numpy._typing._shape
import time:      9664 |      12310 |                               numpy._typing._array_like
import time:      2663 |       2663 |                               numpy._typing._char_codes
import time:      5341 |       5341 |                               numpy._typing._dtype_like
import time:       261 |        261 |                               numpy._typing._nbit
import time:       257 |        257 |                               numpy._typing._scalars
import time:       222 |        222 |                               numpy._typing._ufunc
import time:       491 |      21542 |                             numpy._typing
import time:       385 |        385 |                               numpy.lib._stride_tricks_impl
import time:       507 |        891 |                             numpy.lib._twodim_base_impl
import time:       257 |        257 |                               numpy.lib._array_utils_impl
import time:       246 |        502 |                             numpy.lib.array_utils
import time:       425 |        425 |                             numpy.linalg._umath_linalg
import time:      2094 |      25451 |                           numpy.linalg._linalg
import time:       247 |        247 |                           numpy.linalg.linalg
import time:       302 |      25999 |                         numpy.linalg
import time:       485 |      26483 |                       numpy.matrixlib.defmatrix
import time:       304 |      26787 |                     numpy.matrixlib
import time:       456 |        456 |                       numpy.lib._histograms_impl
import time:      1698 |       2154 |                     numpy.lib._function_base_impl
import time:       232 |        232 |                     numpy.lib.stride_tricks
import time:       634 |      29805 |                   numpy.lib._index_tricks_impl
import time:       478 |      30283 |                 numpy.lib._arraypad_impl
import time:      1115 |       1115 |                 numpy.lib._arraysetops_impl
import time:       305 |        305 |                 numpy.lib._arrayterator_impl
import time:       710 |        710 |                 numpy.lib._nanfunctions_impl
import time:       122 |        122 |                           _wmi
import time:       845 |        967 |                         platform
import time:      5812 |       5812 |                         textwrap
import time:       386 |       7163 |                       numpy.lib._utils_impl
import time:       403 |       7565 |                     numpy.lib._format_impl
import time:       226 |       7791 |                   numpy.lib.format
import time:       397 |        397 |                   numpy.lib._datasource
import time:       538 |        538 |                   numpy.lib._iotools
import time:       826 |       9550 |                 numpy.lib._npyio_impl
import time:       261 |        261 |                     numpy.lib._ufunclike_impl
import time:       446 |        706 |                   numpy.lib._type_check_impl
import time:       783 |       1489 |                 numpy.lib._polynomial_impl
import time:       568 |        568 |                 numpy.lib._shape_base_impl
import time:       265 |        265 |                 numpy.lib._version
import time:       213 |        213 |                 numpy.lib.introspect
import time:       343 |        343 |                 numpy.lib.mixins
import time:       212 |        212 |                 numpy.lib.npyio
import time:       485 |        485 |                   numpy.lib._scimath_impl
import time:       215 |        700 |                 numpy.lib.scimath
import time:       583 |      46331 |               numpy.lib
import time:       280 |        280 |               numpy._array_api_info
import time:      2783 |      86605 |             numpy
import time:      2042 |      88647 |           sglang.lang.choices
import time:       276 |        276 |                   concurrent
import time:       813 |        813 |                       traceback
import time:        46 |         46 |                         _string
import time:       761 |        806 |                       string
import time:        72 |         72 |                       atexit
import time:      1858 |       3548 |                     logging
import time:       720 |       4267 |                   concurrent.futures._base
import time:       350 |       4891 |                 concurrent.futures
import time:        49 |         49 |                   _heapq
import time:       400 |        449 |                 heapq
import time:       290 |        290 |                   _socket
import time:        95 |         95 |                     select
import time:       712 |        807 |                   selectors
import time:       111 |        111 |                   array
import time:      1975 |       3182 |                 socket
import time:        89 |         89 |                     _locale
import time:       992 |       1081 |                   locale
import time:       805 |        805 |                   signal
import time:        87 |         87 |                   fcntl
import time:       120 |        120 |                   msvcrt
import time:        35 |         35 |                   _posixsubprocess
import time:       793 |       2919 |                 subprocess
import time:      3878 |       3878 |                   _ssl
import time:       164 |        164 |                     binascii
import time:       441 |        604 |                   base64
import time:      3589 |       8070 |                 ssl
import time:       393 |        393 |                 asyncio.constants
import time:       264 |        264 |                 asyncio.coroutines
import time:       274 |        274 |                   asyncio.format_helpers
import time:       282 |        282 |                     asyncio.base_futures
import time:       355 |        355 |                     asyncio.exceptions
import time:       278 |        278 |                     asyncio.base_tasks
import time:       587 |       1500 |                   _asyncio
import time:       652 |       2426 |                 asyncio.events
import time:       376 |        376 |                 asyncio.futures
import time:       344 |        344 |                 asyncio.protocols
import time:       494 |        494 |                   asyncio.transports
import time:       236 |        236 |                   asyncio.log
import time:       827 |       1557 |                 asyncio.sslproto
import time:       256 |        256 |                     asyncio.mixins
import time:       631 |        886 |                   asyncio.locks
import time:       593 |        593 |                     asyncio.timeouts
import time:       695 |       1287 |                   asyncio.tasks
import time:       482 |       2655 |                 asyncio.staggered
import time:       298 |        298 |                 asyncio.trsock
import time:      1095 |      28913 |               asyncio.base_events
import time:       451 |        451 |               asyncio.runners
import time:       695 |        695 |               asyncio.queues
import time:       536 |        536 |               asyncio.streams
import time:       390 |        390 |               asyncio.subprocess
import time:       314 |        314 |               asyncio.taskgroups
import time:       332 |        332 |               asyncio.threads
import time:       402 |        402 |                 asyncio.base_subprocess
import time:       793 |        793 |                 asyncio.selector_events
import time:       901 |       2096 |               asyncio.unix_events
import time:       462 |      34182 |             asyncio
import time:       462 |        462 |                 multiprocessing.process
import time:       499 |        499 |                 multiprocessing.reduction
import time:       720 |       1681 |               multiprocessing.context
import time:       389 |       2069 |             multiprocessing
import time:       309 |        309 |               _queue
import time:       446 |        754 |             queue
import time:       122 |        122 |               _uuid
import time:       611 |        732 |             uuid
import time:       378 |        378 |             concurrent.futures.thread
import time:       389 |        389 |               tqdm._monitor
import time:       239 |        239 |               tqdm._tqdm_pandas
import time:        91 |         91 |                     unicodedata
import time:       587 |        678 |                   tqdm.utils
import time:      1245 |       1922 |                 tqdm.std
import time:        83 |         83 |                       _csv
import time:       512 |        594 |                     csv
import time:       305 |        305 |                     email
import time:        92 |         92 |                         zlib
import time:       378 |        378 |                           _compression
import time:       720 |        720 |                           _bz2
import time:       418 |       1515 |                         bz2
import time:       582 |        582 |                           _lzma
import time:       359 |        940 |                         lzma
import time:       890 |       3435 |                       shutil
import time:       208 |        208 |                         zipfile._path.glob
import time:       432 |        640 |                       zipfile._path
import time:       998 |       5072 |                     zipfile
import time:       236 |        236 |                         quopri
import time:        44 |         44 |                               _bisect
import time:       226 |        269 |                             bisect
import time:        34 |         34 |                             _random
import time:        47 |         47 |                             _sha2
import time:       991 |       1340 |                           random
import time:       840 |        840 |                             calendar
import time:       355 |       1194 |                           email._parseaddr
import time:       190 |        190 |                             email.base64mime
import time:       272 |        272 |                             email.quoprimime
import time:       497 |        497 |                             email.errors
import time:       184 |        184 |                             email.encoders
import time:       292 |       1434 |                           email.charset
import time:       494 |       4461 |                         email.utils
import time:       634 |        634 |                           email.header
import time:       344 |        978 |                         email._policybase
import time:       394 |        394 |                         email._encoded_words
import time:       193 |        193 |                         email.iterators
import time:       627 |       6885 |                       email.message
import time:       166 |        166 |                         importlib.metadata._functools
import time:       219 |        385 |                       importlib.metadata._text
import time:       321 |       7590 |                     importlib.metadata._adapters
import time:       428 |        428 |                     importlib.metadata._meta
import time:       323 |        323 |                     importlib.metadata._collections
import time:       195 |        195 |                     importlib.metadata._itertools
import time:       709 |        709 |                           tempfile
import time:       420 |        420 |                           importlib.resources.abc
import time:       364 |        364 |                           importlib.resources._adapters
import time:       448 |       1940 |                         importlib.resources._common
import time:       270 |        270 |                         importlib.resources._legacy
import time:       201 |       2410 |                       importlib.resources
import time:       500 |       2909 |                     importlib.abc
import time:      1304 |      18716 |                   importlib.metadata
import time:       556 |        556 |                     email.feedparser
import time:       267 |        822 |                   email.parser
import time:      3756 |      23293 |                 tqdm.version
import time:       564 |      25778 |               tqdm.cli
import time:       254 |        254 |               tqdm.gui
import time:       364 |      27021 |             tqdm
import time:      5470 |       5470 |             sglang.lang.ir
import time:       229 |        229 |                     _json
import time:       386 |        615 |                   json.scanner
import time:       460 |       1074 |                 json.decoder
import time:       432 |        432 |                 json.encoder
import time:       302 |       1807 |               json
import time:       852 |        852 |                   _hashlib
import time:        57 |         57 |                   _blake2
import time:       316 |       1224 |                 hashlib
import time:       699 |        699 |                   http
import time:      1010 |       1708 |                 http.client
import time:       235 |        235 |                   urllib.response
import time:       265 |        499 |                 urllib.error
import time:      1296 |       4726 |               urllib.request
import time:       226 |        226 |                 pybase64._license
import time:       166 |        166 |                 pybase64._version
import time:       195 |        195 |                 pybase64._pybase64
import time:       312 |        897 |               pybase64
import time:       861 |        861 |                   urllib3.exceptions
import time:       330 |        330 |                           urllib3.util.timeout
import time:       310 |        639 |                         urllib3.util.connection
import time:       157 |        157 |                           urllib3.util.util
import time:       105 |        105 |                           brotlicffi
import time:        86 |         86 |                           brotli
import time:        81 |         81 |                           backports
import time:       502 |        930 |                         urllib3.util.request
import time:       173 |        173 |                         urllib3.util.response
import time:       514 |        514 |                         urllib3.util.retry
import time:       280 |        280 |                           hmac
import time:      7082 |       7082 |                           urllib3.util.url
import time:       310 |        310 |                           urllib3.util.ssltransport
import time:       341 |       8012 |                         urllib3.util.ssl_
import time:       189 |        189 |                         urllib3.util.wait
import time:       260 |      10714 |                       urllib3.util
import time:        31 |      10745 |                     urllib3.util.connection
import time:       643 |      11388 |                   urllib3._base_connection
import time:       616 |        616 |                   urllib3._collections
import time:       167 |        167 |                   urllib3._version
import time:        95 |         95 |                             _winapi
import time:        84 |         84 |                             winreg
import time:       339 |        517 |                           mimetypes
import time:       255 |        772 |                         urllib3.fields
import time:       252 |       1023 |                       urllib3.filepost
import time:        97 |         97 |                         brotlicffi
import time:        85 |         85 |                         brotli
import time:       182 |        182 |                           urllib3.http2
import time:       230 |        230 |                           urllib3.http2.probe
import time:       195 |        195 |                           urllib3.util.ssl_match_hostname
import time:       830 |       1435 |                         urllib3.connection
import time:       103 |        103 |                         backports
import time:       581 |       2298 |                       urllib3.response
import time:       397 |       3717 |                     urllib3._request_methods
import time:       176 |        176 |                     urllib3.util.proxy
import time:       404 |       4296 |                   urllib3.connectionpool
import time:       913 |        913 |                   urllib3.poolmanager
import time:       369 |      18605 |                 urllib3
import time:       390 |        390 |                         81d243bd2c585b0f4821__mypyc
import time:      1246 |       1246 |                         charset_normalizer.constant
import time:       241 |        241 |                           _multibytecodec
import time:       519 |        760 |                         charset_normalizer.utils
import time:       354 |        354 |                         charset_normalizer.models
import time:       449 |       3196 |                       charset_normalizer.cd
import time:       231 |        231 |                       _codecs_tw
import time:       223 |        223 |                       _codecs_hk
import time:       246 |        246 |                       _codecs_jp
import time:       222 |        222 |                       _codecs_kr
import time:       230 |        230 |                       _codecs_cn
import time:       208 |        208 |                       _codecs_iso2022
import time:     21917 |      26470 |                     charset_normalizer.api
import time:       190 |        190 |                     charset_normalizer.legacy
import time:       165 |        165 |                     charset_normalizer.version
import time:        97 |         97 |                     simplejson
import time:      2564 |       2564 |                     http.cookiejar
import time:      1137 |       1137 |                     http.cookies
import time:       621 |      31243 |                   requests.compat
import time:       585 |      31827 |                 requests.exceptions
import time:       103 |        103 |                 chardet
import time:      1371 |       1371 |                       idna.idnadata
import time:       204 |        204 |                       idna.intranges
import time:       667 |       2241 |                     idna.core
import time:       160 |        160 |                     idna.package_data
import time:       239 |       2639 |                   idna
import time:       504 |       3143 |                 requests.packages
import time:       232 |        232 |                       certifi.core
import time:       234 |        465 |                     certifi
import time:       165 |        630 |                   requests.certs
import time:       169 |        169 |                   requests.__version__
import time:       405 |        405 |                   requests._internal_utils
import time:       384 |        384 |                   requests.cookies
import time:       239 |        239 |                   requests.structures
import time:       156 |        156 |                       importlib.resources._itertools
import time:       332 |        487 |                     importlib.resources.readers
import time:       178 |        665 |                   importlib.readers
import time:       642 |       3130 |                 requests.utils
import time:       288 |        288 |                       requests.auth
import time:       356 |        356 |                           stringprep
import time:       281 |        637 |                         encodings.idna
import time:       171 |        171 |                         requests.hooks
import time:       389 |        389 |                         requests.status_codes
import time:       518 |       1714 |                       requests.models
import time:       172 |        172 |                         urllib3.contrib
import time:        98 |         98 |                         socks
import time:       268 |        537 |                       urllib3.contrib.socks
import time:       343 |       2880 |                     requests.adapters
import time:       424 |       3303 |                   requests.sessions
import time:       205 |       3508 |                 requests.api
import time:       376 |      60690 |               requests
import time:       214 |        214 |                     IPython.core
import time:       246 |        459 |                   IPython.core.getipython
import time:       166 |        166 |                   IPython.core.release
import time:       183 |        183 |                               traitlets.utils
import time:       242 |        425 |                             traitlets.utils.bunch
import time:       172 |        172 |                             traitlets.utils.descriptions
import time:       161 |        161 |                             traitlets.utils.getargspec
import time:       152 |        152 |                             traitlets.utils.importstring
import time:       161 |        161 |                             traitlets.utils.sentinel
import time:       153 |        153 |                             traitlets.utils.warnings
import time:      2928 |       4149 |                           traitlets.traitlets
import time:       297 |        297 |                           traitlets._version
import time:       181 |        181 |                           traitlets.utils.decorators
import time:       282 |       4907 |                         traitlets
import time:       455 |        455 |                           pprint
import time:       622 |        622 |                             logging.handlers
import time:       689 |        689 |                             socketserver
import time:      1199 |       2509 |                           logging.config
import time:       163 |        163 |                             traitlets.utils.text
import time:      2032 |       2032 |                                 gettext
import time:      1039 |       3071 |                               argparse
import time:      1044 |       4114 |                             traitlets.config.loader
import time:       727 |       5003 |                           traitlets.config.configurable
import time:       191 |        191 |                           traitlets.utils.nested_update
import time:      1014 |       9170 |                         traitlets.config.application
import time:       194 |      14270 |                       traitlets.config
import time:        21 |      14290 |                     traitlets.config.application
import time:      1087 |       1087 |                               html.entities
import time:       437 |       1524 |                             html
import time:       264 |        264 |                                 executing._utils
import time:       356 |        356 |                                   executing._exceptions
import time:       543 |        899 |                                 executing._position_node_finder
import time:       612 |       1774 |                               executing.executing
import time:       171 |        171 |                               executing._pytest_utils
import time:       156 |        156 |                               executing.version
import time:       366 |       2465 |                             executing
import time:       390 |        390 |                                 asttokens.line_numbers
import time:       153 |        153 |                                       astroid
import time:        48 |        201 |                                     astroid.nodes
import time:       692 |        892 |                                   asttokens.util
import time:       326 |       1218 |                                 asttokens.asttokens
import time:       251 |       1858 |                               asttokens
import time:        19 |       1876 |                             asttokens.util
import time:       723 |        723 |                                       _decimal
import time:       275 |        998 |                                     decimal
import time:      1364 |       1364 |                                     fractions
import time:       572 |       2933 |                                   pure_eval.utils
import time:       212 |       3144 |                                 pure_eval.my_getattr_static
import time:       452 |       3596 |                               pure_eval.core
import time:       182 |        182 |                               pure_eval.version
import time:       279 |       4056 |                             pure_eval
import time:      1031 |       1031 |                             stack_data.utils
import time:      1441 |      12391 |                           stack_data.core
import time:       353 |        353 |                           stack_data.formatting
import time:       308 |        308 |                           stack_data.serializing
import time:       165 |        165 |                           stack_data.version
import time:       295 |      13510 |                         stack_data
import time:       221 |        221 |                             pygments
import time:       223 |        223 |                             pygments.formatters._mapping
import time:       169 |        169 |                             pygments.plugin
import time:       840 |        840 |                             pygments.util
import time:       312 |       1764 |                           pygments.formatters
import time:       256 |        256 |                               pygments.styles._mapping
import time:       233 |        488 |                             pygments.styles
import time:       197 |        685 |                           pygments.formatter
import time:       177 |        177 |                           pygments.console
import time:       334 |        334 |                             pygments.token
import time:       341 |        674 |                           pygments.style
import time:       308 |       3605 |                         pygments.formatters.terminal256
import time:       277 |        277 |                         IPython.utils
import time:       372 |        372 |                           glob
import time:       427 |        427 |                                 shlex
import time:       359 |        359 |                                   IPython.utils.encoding
import time:       480 |        839 |                                 IPython.utils.py3compat
import time:       283 |       1547 |                               IPython.utils._process_common
import time:       222 |       1769 |                             IPython.utils._process_posix
import time:       204 |       1972 |                           IPython.utils.process
import time:       322 |       2665 |                         IPython.utils.path
import time:       358 |        358 |                           pygments.styles.monokai
import time:       345 |        345 |                           pygments.styles.default
import time:       381 |        381 |                           pygments.styles.pastie
import time:       539 |        539 |                           pygments.styles.gruvbox
import time:     11684 |      13306 |                         IPython.utils.PyColorize
import time:       229 |        229 |                         IPython.utils.terminal
import time:       374 |        374 |                         IPython.core.display_trap
import time:       406 |        406 |                               pkgutil
import time:       513 |        513 |                               sysconfig
import time:       534 |        534 |                               _sysconfigdata__x86_64-linux-gnu
import time:      2362 |       3813 |                             pydoc
import time:       292 |        292 |                                 codeop
import time:       300 |        591 |                               IPython.core.debugger_backport
import time:       297 |        297 |                                 cmd
import time:       890 |        890 |                                 bdb
import time:       295 |        295 |                                 code
import time:       721 |       2203 |                               pdb
import time:       566 |       3359 |                             IPython.core.debugger
import time:       467 |       7638 |                           IPython.core.tbtools
import time:       318 |       7956 |                         IPython.core.doctb
import time:       617 |      42535 |                       IPython.core.ultratb
import time:       166 |        166 |                         IPython.utils._sysinfo
import time:       224 |        390 |                       IPython.utils.sysinfo
import time:       312 |      43235 |                     IPython.core.crashhandler
import time:       170 |        170 |                         IPython.utils.importstring
import time:       336 |        506 |                       IPython.paths
import time:       474 |        979 |                     IPython.core.profiledir
import time:       746 |      59249 |                   IPython.core.application
import time:       183 |        183 |                     IPython.terminal
import time:       236 |        236 |                     IPython.core.compilerop
import time:       235 |        235 |                       IPython.core.error
import time:       164 |        164 |                         IPython.utils.docs
import time:       201 |        365 |                       IPython.utils.decorators
import time:       699 |        699 |                       IPython.utils.text
import time:       422 |       1719 |                     IPython.core.magic_arguments
import time:       260 |        260 |                       getopt
import time:       207 |        207 |                             IPython.core.display_functions
import time:       176 |        176 |                                 IPython.testing
import time:       226 |        402 |                               IPython.testing.skipdoctest
import time:       624 |       1026 |                             IPython.core.display
import time:       169 |        169 |                               IPython.lib
import time:       517 |        686 |                             IPython.lib.display
import time:       191 |       2108 |                           IPython.display
import time:       180 |        180 |                           IPython.utils.data
import time:       330 |       2616 |                         IPython.core.page
import time:       622 |        622 |                         IPython.lib.pretty
import time:       485 |        485 |                         IPython.utils.openpy
import time:       221 |        221 |                         IPython.utils.dir2
import time:       258 |        258 |                         IPython.utils.wildcard
import time:      1385 |       1385 |                           pygments.lexers._mapping
import time:       437 |        437 |                           pygments.modeline
import time:       375 |       2196 |                         pygments.lexers
import time:       226 |        226 |                             pygments.filter
import time:       605 |        605 |                             pygments.filters
import time:       282 |        282 |                             pygments.regexopt
import time:       848 |       1960 |                           pygments.lexer
import time:       308 |        308 |                           pygments.unistring
import time:      1010 |       3276 |                         pygments.lexers.python
import time:       110 |        110 |                           ctags
import time:       424 |        534 |                         pygments.formatters.html
import time:      1793 |      11998 |                       IPython.core.oinspect
import time:       402 |        402 |                         IPython.utils.tokenutil
import time:      1405 |       1807 |                       IPython.core.inputtransformer2
import time:       242 |        242 |                       IPython.utils.ipstruct
import time:       822 |      15127 |                     IPython.core.magic
import time:        91 |         91 |                       runpy
import time:       185 |        185 |                         IPython.external
import time:       108 |        108 |                         cPickle
import time:       355 |        647 |                       IPython.external.pickleshare
import time:       213 |        213 |                       IPython.core.hooks
import time:       209 |        209 |                         IPython.core.autocall
import time:       284 |        284 |                         IPython.core.macro
import time:       450 |        450 |                         IPython.core.splitinput
import time:      2076 |       3018 |                       IPython.core.prefilter
import time:       555 |        555 |                       IPython.core.alias
import time:       358 |        358 |                       IPython.core.builtin_trap
import time:       562 |        562 |                           decorator
import time:       918 |        918 |                               _sqlite3
import time:       314 |       1231 |                             sqlite3.dbapi2
import time:       251 |       1481 |                           sqlite3
import time:      3096 |       5139 |                         IPython.core.history
import time:       431 |       5569 |                       IPython.core.displayhook
import time:       479 |        479 |                       IPython.core.displaypub
import time:       252 |        252 |                       IPython.core.events
import time:       327 |        327 |                       IPython.core.extensions
import time:       187 |        187 |                         IPython.utils.sentinel
import time:      2250 |       2437 |                       IPython.core.formatters
import time:       274 |        274 |                       IPython.core.logger
import time:       304 |        304 |                       IPython.core.payload
import time:       383 |        383 |                           argcomplete.completers
import time:       156 |        156 |                           argcomplete.exceptions
import time:       166 |        166 |                             argcomplete.io
import time:       159 |        159 |                               argcomplete.packages
import time:       248 |        248 |                               argcomplete.packages._shlex
import time:       180 |        587 |                             argcomplete.lexers
import time:       253 |        253 |                             argcomplete.packages._argparse
import time:       479 |       1483 |                           argcomplete.finders
import time:       172 |        172 |                           argcomplete.shell_integration
