import time: self [us] | cumulative | imported package
import time:       332 |        954 |                         email._policybase
import time:       382 |        382 |                         email._encoded_words
import time:       191 |        191 |                         email.iterators
import time:       647 |       6394 |                       email.message
import time:       162 |        162 |                         importlib.metadata._functools
import time:       215 |        377 |                       importlib.metadata._text
import time:       324 |       7094 |                     importlib.metadata._adapters
import time:       431 |        431 |                     importlib.metadata._meta
import time:       305 |        305 |                     importlib.metadata._collections
import time:       178 |        178 |                     importlib.metadata._itertools
import time:       583 |        583 |                           tempfile
import time:       419 |        419 |                           importlib.resources.abc
import time:       349 |        349 |                           importlib.resources._adapters
import time:       433 |       1783 |                         importlib.resources._common
import time:       256 |        256 |                         importlib.resources._legacy
import time:       189 |       2226 |                       importlib.resources
import time:       489 |       2715 |                     importlib.abc
import time:      1282 |      18292 |                   importlib.metadata
import time:       553 |        553 |                     email.feedparser
import time:       271 |        823 |                   email.parser
import time:      3711 |      22825 |                 tqdm.version
import time:       532 |      25261 |               tqdm.cli
import time:       255 |        255 |               tqdm.gui
import time:       327 |      26390 |             tqdm
import time:      1582 |       1582 |             sglang.lang.ir
import time:       238 |        238 |                     _json
import time:       389 |        627 |                   json.scanner
import time:       561 |       1188 |                 json.decoder
import time:       449 |        449 |                 json.encoder
import time:       283 |       1919 |               json
import time:       917 |        917 |                   _hashlib
import time:        58 |         58 |                   _blake2
import time:       327 |       1301 |                 hashlib
import time:       725 |        725 |                   http
import time:      1021 |       1745 |                 http.client
import time:       245 |        245 |                   urllib.response
import time:       267 |        512 |                 urllib.error
import time:      1268 |       4825 |               urllib.request
import time:       219 |        219 |                 pybase64._license
import time:       191 |        191 |                 pybase64._version
import time:       196 |        196 |                 pybase64._pybase64
import time:       316 |        921 |               pybase64
import time:       897 |        897 |                   urllib3.exceptions
import time:       341 |        341 |                           urllib3.util.timeout
import time:       308 |        648 |                         urllib3.util.connection
import time:       163 |        163 |                           urllib3.util.util
import time:        97 |         97 |                           brotlicffi
import time:        88 |         88 |                           brotli
import time:        78 |         78 |                           backports
import time:       515 |        939 |                         urllib3.util.request
import time:       186 |        186 |                         urllib3.util.response
import time:      1115 |       1115 |                         urllib3.util.retry
import time:       290 |        290 |                           hmac
import time:      6468 |       6468 |                           urllib3.util.url
import time:       323 |        323 |                           urllib3.util.ssltransport
import time:       351 |       7430 |                         urllib3.util.ssl_
import time:       186 |        186 |                         urllib3.util.wait
import time:       269 |      10770 |                       urllib3.util
import time:        31 |      10801 |                     urllib3.util.connection
import time:       647 |      11448 |                   urllib3._base_connection
import time:       649 |        649 |                   urllib3._collections
import time:       173 |        173 |                   urllib3._version
import time:        95 |         95 |                             _winapi
import time:        84 |         84 |                             winreg
import time:       361 |        538 |                           mimetypes
import time:       261 |        799 |                         urllib3.fields
import time:       394 |       1193 |                       urllib3.filepost
import time:        99 |         99 |                         brotlicffi
import time:        84 |         84 |                         brotli
import time:       182 |        182 |                           urllib3.http2
import time:       240 |        240 |                           urllib3.http2.probe
import time:       195 |        195 |                           urllib3.util.ssl_match_hostname
import time:       748 |       1363 |                         urllib3.connection
import time:       100 |        100 |                         backports
import time:       627 |       2271 |                       urllib3.response
import time:       302 |       3765 |                     urllib3._request_methods
import time:       178 |        178 |                     urllib3.util.proxy
import time:       435 |       4377 |                   urllib3.connectionpool
import time:      1046 |       1046 |                   urllib3.poolmanager
import time:       369 |      18956 |                 urllib3
import time:       394 |        394 |                         81d243bd2c585b0f4821__mypyc
import time:      1366 |       1366 |                         charset_normalizer.constant
import time:       245 |        245 |                           _multibytecodec
import time:       436 |        680 |                         charset_normalizer.utils
import time:       373 |        373 |                         charset_normalizer.models
import time:       496 |       3307 |                       charset_normalizer.cd
import time:       237 |        237 |                       _codecs_tw
import time:       217 |        217 |                       _codecs_hk
import time:       311 |        311 |                       _codecs_jp
import time:       230 |        230 |                       _codecs_kr
import time:       227 |        227 |                       _codecs_cn
import time:       214 |        214 |                       _codecs_iso2022
import time:     23484 |      28224 |                     charset_normalizer.api
import time:       193 |        193 |                     charset_normalizer.legacy
import time:       167 |        167 |                     charset_normalizer.version
import time:        97 |         97 |                     simplejson
import time:      2522 |       2522 |                     http.cookiejar
import time:      1139 |       1139 |                     http.cookies
import time:       658 |      32997 |                   requests.compat
import time:       601 |      33597 |                 requests.exceptions
import time:       104 |        104 |                 chardet
import time:       726 |        726 |                       idna.idnadata
import time:       207 |        207 |                       idna.intranges
import time:       664 |       1596 |                     idna.core
import time:       165 |        165 |                     idna.package_data
import time:       259 |       2019 |                   idna
import time:       505 |       2523 |                 requests.packages
import time:       240 |        240 |                       certifi.core
import time:       241 |        481 |                     certifi
import time:       166 |        646 |                   requests.certs
import time:       170 |        170 |                   requests.__version__
import time:       515 |        515 |                   requests._internal_utils
import time:       380 |        380 |                   requests.cookies
import time:       243 |        243 |                   requests.structures
import time:       160 |        160 |                       importlib.resources._itertools
import time:       325 |        484 |                     importlib.resources.readers
import time:       176 |        660 |                   importlib.readers
import time:       650 |       3261 |                 requests.utils
import time:       407 |        407 |                       requests.auth
import time:       369 |        369 |                           stringprep
import time:       291 |        660 |                         encodings.idna
import time:       176 |        176 |                         requests.hooks
import time:       391 |        391 |                         requests.status_codes
import time:       448 |       1674 |                       requests.models
import time:       170 |        170 |                         urllib3.contrib
import time:        98 |         98 |                         socks
import time:       270 |        536 |                       urllib3.contrib.socks
import time:       342 |       2957 |                     requests.adapters
import time:       327 |       3284 |                   requests.sessions
import time:       213 |       3496 |                 requests.api
import time:       400 |      62334 |               requests
import time:       222 |        222 |                     IPython.core
import time:       251 |        473 |                   IPython.core.getipython
import time:       171 |        171 |                   IPython.core.release
import time:       189 |        189 |                               traitlets.utils
import time:       251 |        439 |                             traitlets.utils.bunch
import time:       175 |        175 |                             traitlets.utils.descriptions
import time:       166 |        166 |                             traitlets.utils.getargspec
import time:       161 |        161 |                             traitlets.utils.importstring
import time:       164 |        164 |                             traitlets.utils.sentinel
import time:       162 |        162 |                             traitlets.utils.warnings
import time:      2878 |       4142 |                           traitlets.traitlets
import time:       297 |        297 |                           traitlets._version
import time:       190 |        190 |                           traitlets.utils.decorators
import time:       394 |       5021 |                         traitlets
import time:       464 |        464 |                           pprint
import time:       621 |        621 |                             logging.handlers
import time:       706 |        706 |                             socketserver
import time:      1173 |       2500 |                           logging.config
import time:       174 |        174 |                             traitlets.utils.text
import time:      2100 |       2100 |                                 gettext
import time:      1057 |       3156 |                               argparse
import time:      1073 |       4228 |                             traitlets.config.loader
import time:       728 |       5129 |                           traitlets.config.configurable
import time:       196 |        196 |                           traitlets.utils.nested_update
import time:       998 |       9284 |                         traitlets.config.application
import time:       199 |      14504 |                       traitlets.config
import time:        21 |      14524 |                     traitlets.config.application
import time:      1338 |       1338 |                               html.entities
import time:       553 |       1891 |                             html
import time:       521 |        521 |                                 executing._utils
import time:       459 |        459 |                                   executing._exceptions
import time:       957 |       1415 |                                 executing._position_node_finder
import time:      1240 |       3175 |                               executing.executing
import time:       314 |        314 |                               executing._pytest_utils
import time:       298 |        298 |                               executing.version
import time:       729 |       4515 |                             executing
import time:      1398 |       1398 |                                 asttokens.line_numbers
import time:       150 |        150 |                                       astroid
import time:        48 |        197 |                                     astroid.nodes
import time:       710 |        906 |                                   asttokens.util
import time:       341 |       1246 |                                 asttokens.asttokens
import time:       447 |       3090 |                               asttokens
import time:        30 |       3120 |                             asttokens.util
import time:       742 |        742 |                                       _decimal
import time:       300 |       1041 |                                     decimal
import time:      1338 |       1338 |                                     fractions
import time:       603 |       2981 |                                   pure_eval.utils
import time:       218 |       3198 |                                 pure_eval.my_getattr_static
import time:       446 |       3644 |                               pure_eval.core
import time:       195 |        195 |                               pure_eval.version
import time:       284 |       4122 |                             pure_eval
import time:       464 |        464 |                             stack_data.utils
import time:      1564 |      15673 |                           stack_data.core
import time:       342 |        342 |                           stack_data.formatting
import time:       307 |        307 |                           stack_data.serializing
import time:       171 |        171 |                           stack_data.version
import time:       362 |      16853 |                         stack_data
import time:       244 |        244 |                             pygments
import time:       236 |        236 |                             pygments.formatters._mapping
import time:       174 |        174 |                             pygments.plugin
import time:       807 |        807 |                             pygments.util
import time:       313 |       1773 |                           pygments.formatters
import time:       271 |        271 |                               pygments.styles._mapping
import time:       234 |        505 |                             pygments.styles
import time:       196 |        701 |                           pygments.formatter
import time:       186 |        186 |                           pygments.console
import time:       337 |        337 |                             pygments.token
import time:       347 |        684 |                           pygments.style
import time:       318 |       3659 |                         pygments.formatters.terminal256
import time:       272 |        272 |                         IPython.utils
import time:       380 |        380 |                           glob
import time:       435 |        435 |                                 shlex
import time:       357 |        357 |                                   IPython.utils.encoding
import time:       493 |        850 |                                 IPython.utils.py3compat
import time:       279 |       1563 |                               IPython.utils._process_common
import time:       232 |       1795 |                             IPython.utils._process_posix
import time:       208 |       2002 |                           IPython.utils.process
import time:       331 |       2712 |                         IPython.utils.path
import time:       364 |        364 |                           pygments.styles.monokai
import time:       358 |        358 |                           pygments.styles.default
import time:       406 |        406 |                           pygments.styles.pastie
import time:       552 |        552 |                           pygments.styles.gruvbox
import time:     11637 |      13315 |                         IPython.utils.PyColorize
import time:       243 |        243 |                         IPython.utils.terminal
import time:       381 |        381 |                         IPython.core.display_trap
import time:       419 |        419 |                               pkgutil
import time:       540 |        540 |                               sysconfig
import time:       554 |        554 |                               _sysconfigdata__x86_64-linux-gnu
import time:      2775 |       4287 |                             pydoc
import time:       293 |        293 |                                 codeop
import time:       290 |        582 |                               IPython.core.debugger_backport
import time:       313 |        313 |                                 cmd
import time:       496 |        496 |                                 bdb
import time:       312 |        312 |                                 code
import time:       752 |       1872 |                               pdb
import time:       598 |       3051 |                             IPython.core.debugger
import time:       470 |       7807 |                           IPython.core.tbtools
import time:       313 |       8119 |                         IPython.core.doctb
import time:       703 |      46252 |                       IPython.core.ultratb
import time:       176 |        176 |                         IPython.utils._sysinfo
import time:       232 |        407 |                       IPython.utils.sysinfo
import time:       358 |      47017 |                     IPython.core.crashhandler
import time:       172 |        172 |                         IPython.utils.importstring
import time:       316 |        488 |                       IPython.paths
import time:       480 |        968 |                     IPython.core.profiledir
import time:       737 |      63244 |                   IPython.core.application
import time:       193 |        193 |                     IPython.terminal
import time:       239 |        239 |                     IPython.core.compilerop
import time:       251 |        251 |                       IPython.core.error
import time:       166 |        166 |                         IPython.utils.docs
import time:       207 |        372 |                       IPython.utils.decorators
import time:       720 |        720 |                       IPython.utils.text
import time:       429 |       1771 |                     IPython.core.magic_arguments
import time:       262 |        262 |                       getopt
import time:       231 |        231 |                             IPython.core.display_functions
import time:       182 |        182 |                                 IPython.testing
import time:       242 |        423 |                               IPython.testing.skipdoctest
import time:       729 |       1151 |                             IPython.core.display
import time:       184 |        184 |                               IPython.lib
import time:       530 |        713 |                             IPython.lib.display
import time:       201 |       2295 |                           IPython.display
import time:       196 |        196 |                           IPython.utils.data
import time:       343 |       2833 |                         IPython.core.page
import time:       637 |        637 |                         IPython.lib.pretty
import time:       393 |        393 |                         IPython.utils.openpy
import time:       191 |        191 |                         IPython.utils.dir2
import time:       230 |        230 |                         IPython.utils.wildcard
import time:      1153 |       1153 |                           pygments.lexers._mapping
import time:       377 |        377 |                           pygments.modeline
import time:       321 |       1850 |                         pygments.lexers
import time:       199 |        199 |                             pygments.filter
import time:       507 |        507 |                             pygments.filters
import time:       239 |        239 |                             pygments.regexopt
import time:       714 |       1658 |                           pygments.lexer
import time:       283 |        283 |                           pygments.unistring
import time:       847 |       2787 |                         pygments.lexers.python
import time:       107 |        107 |                           ctags
import time:       376 |        482 |                         pygments.formatters.html
import time:      1826 |      11225 |                       IPython.core.oinspect
import time:       424 |        424 |                         IPython.utils.tokenutil
import time:      1447 |       1870 |                       IPython.core.inputtransformer2
import time:       248 |        248 |                       IPython.utils.ipstruct
import time:       853 |      14457 |                     IPython.core.magic
import time:        92 |         92 |                       runpy
import time:       206 |        206 |                         IPython.external
import time:       102 |        102 |                         cPickle
import time:       363 |        670 |                       IPython.external.pickleshare
import time:       228 |        228 |                       IPython.core.hooks
import time:       235 |        235 |                         IPython.core.autocall
import time:       306 |        306 |                         IPython.core.macro
import time:       459 |        459 |                         IPython.core.splitinput
import time:      2772 |       3771 |                       IPython.core.prefilter
import time:       568 |        568 |                       IPython.core.alias
import time:       363 |        363 |                       IPython.core.builtin_trap
import time:       595 |        595 |                           decorator
import time:       964 |        964 |                               _sqlite3
import time:       329 |       1293 |                             sqlite3.dbapi2
import time:       257 |       1549 |                           sqlite3
import time:      2466 |       4609 |                         IPython.core.history
import time:       441 |       5049 |                       IPython.core.displayhook
import time:       490 |        490 |                       IPython.core.displaypub
import time:       264 |        264 |                       IPython.core.events
import time:       338 |        338 |                       IPython.core.extensions
import time:       192 |        192 |                         IPython.utils.sentinel
import time:      2288 |       2480 |                       IPython.core.formatters
import time:       276 |        276 |                       IPython.core.logger
import time:       322 |        322 |                       IPython.core.payload
import time:       393 |        393 |                           argcomplete.completers
import time:       170 |        170 |                           argcomplete.exceptions
import time:       180 |        180 |                             argcomplete.io
import time:       163 |        163 |                               argcomplete.packages
import time:       271 |        271 |                               argcomplete.packages._shlex
import time:       192 |        625 |                             argcomplete.lexers
import time:       257 |        257 |                             argcomplete.packages._argparse
import time:       483 |       1544 |                           argcomplete.finders
import time:       185 |        185 |                           argcomplete.shell_integration
