import time: self [us] | cumulative | imported package
import time:      1467 |       8831 |                 concurrent.futures
import time:        75 |         75 |                   _heapq
import time:       819 |        894 |                 heapq
import time:       577 |        577 |                   _socket
import time:        70 |         70 |                     select
import time:       986 |       1056 |                   selectors
import time:        93 |         93 |                   array
import time:      2132 |       3856 |                 socket
import time:        76 |         76 |                     _locale
import time:      1140 |       1215 |                   locale
import time:       919 |        919 |                   signal
import time:        60 |         60 |                   fcntl
import time:       105 |        105 |                   msvcrt
import time:        34 |         34 |                   _posixsubprocess
import time:      1026 |       3356 |                 subprocess
import time:      9246 |       9246 |                   _ssl
import time:       144 |        144 |                     binascii
import time:       677 |        820 |                   base64
import time:      7190 |      17255 |                 ssl
import time:       545 |        545 |                 asyncio.constants
import time:       369 |        369 |                 asyncio.coroutines
import time:       258 |        258 |                   asyncio.format_helpers
import time:       272 |        272 |                     asyncio.base_futures
import time:       414 |        414 |                     asyncio.exceptions
import time:       356 |        356 |                     asyncio.base_tasks
import time:       839 |       1880 |                   _asyncio
import time:       690 |       2827 |                 asyncio.events
import time:       463 |        463 |                 asyncio.futures
import time:       499 |        499 |                 asyncio.protocols
import time:       718 |        718 |                   asyncio.transports
import time:       232 |        232 |                   asyncio.log
import time:      1052 |       2001 |                 asyncio.sslproto
import time:       243 |        243 |                     asyncio.mixins
import time:       586 |        829 |                   asyncio.locks
import time:       548 |        548 |                     asyncio.timeouts
import time:       653 |       1201 |                   asyncio.tasks
import time:       445 |       2474 |                 asyncio.staggered
import time:       294 |        294 |                 asyncio.trsock
import time:      1510 |      45170 |               asyncio.base_events
import time:       419 |        419 |               asyncio.runners
import time:       493 |        493 |               asyncio.queues
import time:       596 |        596 |               asyncio.streams
import time:       351 |        351 |               asyncio.subprocess
import time:       392 |        392 |               asyncio.taskgroups
import time:       397 |        397 |               asyncio.threads
import time:       486 |        486 |                 asyncio.base_subprocess
import time:       824 |        824 |                 asyncio.selector_events
import time:      5452 |       6760 |               asyncio.unix_events
import time:      6464 |      61038 |             asyncio
import time:       641 |        641 |                 multiprocessing.process
import time:       561 |        561 |                 multiprocessing.reduction
import time:      1234 |       2435 |               multiprocessing.context
import time:      5063 |       7498 |             multiprocessing
import time:       453 |        453 |               _queue
import time:       444 |        897 |             queue
import time:       107 |        107 |               _uuid
import time:       848 |        955 |             uuid
import time:       366 |        366 |             concurrent.futures.thread
import time:      1704 |       1704 |               tqdm._monitor
import time:       271 |        271 |               tqdm._tqdm_pandas
import time:        85 |         85 |                     unicodedata
import time:      2547 |       2631 |                   tqdm.utils
import time:      1331 |       3962 |                 tqdm.std
import time:        89 |         89 |                       _csv
import time:       772 |        860 |                     csv
import time:      5532 |       5532 |                     email
import time:        88 |         88 |                         zlib
import time:       636 |        636 |                           _compression
import time:      1034 |       1034 |                           _bz2
import time:       817 |       2486 |                         bz2
import time:      1103 |       1103 |                           _lzma
import time:       707 |       1809 |                         lzma
import time:       977 |       5359 |                       shutil
import time:       660 |        660 |                         zipfile._path.glob
import time:      1623 |       2283 |                       zipfile._path
import time:      2306 |       9946 |                     zipfile
import time:       519 |        519 |                         quopri
import time:        47 |         47 |                               _bisect
import time:       292 |        338 |                             bisect
import time:        34 |         34 |                             _random
import time:        60 |         60 |                             _sha2
import time:      1144 |       1574 |                           random
import time:       944 |        944 |                             calendar
import time:       570 |       1514 |                           email._parseaddr
import time:       227 |        227 |                             email.base64mime
import time:       340 |        340 |                             email.quoprimime
import time:       545 |        545 |                             email.errors
import time:       225 |        225 |                             email.encoders
import time:       351 |       1686 |                           email.charset
import time:       676 |       5449 |                         email.utils
import time:       662 |        662 |                           email.header
import time:       406 |       1068 |                         email._policybase
import time:       534 |        534 |                         email._encoded_words
import time:       238 |        238 |                         email.iterators
import time:      2478 |      10283 |                       email.message
import time:       226 |        226 |                         importlib.metadata._functools
import time:       276 |        502 |                       importlib.metadata._text
import time:       531 |      11316 |                     importlib.metadata._adapters
import time:       478 |        478 |                     importlib.metadata._meta
import time:       367 |        367 |                     importlib.metadata._collections
import time:       241 |        241 |                     importlib.metadata._itertools
import time:       851 |        851 |                           tempfile
import time:       504 |        504 |                           importlib.resources.abc
import time:       424 |        424 |                           importlib.resources._adapters
import time:       607 |       2384 |                         importlib.resources._common
import time:       347 |        347 |                         importlib.resources._legacy
import time:      1303 |       4033 |                       importlib.resources
import time:       722 |       4755 |                     importlib.abc
import time:      2514 |      36004 |                   importlib.metadata
import time:       750 |        750 |                     email.feedparser
import time:       378 |       1127 |                   email.parser
import time:      6570 |      43701 |                 tqdm.version
import time:      1486 |      49148 |               tqdm.cli
import time:       436 |        436 |               tqdm.gui
import time:      6292 |      57850 |             tqdm
import time:      6918 |       6918 |             sglang.lang.ir
import time:       760 |        760 |                     _json
import time:       455 |       1214 |                   json.scanner
import time:       593 |       1807 |                 json.decoder
import time:       498 |        498 |                 json.encoder
import time:      2236 |       4540 |               json
import time:      1159 |       1159 |                   _hashlib
import time:        51 |         51 |                   _blake2
import time:       398 |       1607 |                 hashlib
import time:      2491 |       2491 |                   http
import time:      1187 |       3678 |                 http.client
import time:       515 |        515 |                   urllib.response
import time:       421 |        936 |                 urllib.error
import time:      1848 |       8066 |               urllib.request
import time:       407 |        407 |                 pybase64._license
import time:       261 |        261 |                 pybase64._version
import time:      1786 |       1786 |                 pybase64._pybase64
import time:      3287 |       5740 |               pybase64
import time:      4590 |       4590 |                   urllib3.exceptions
import time:      1360 |       1360 |                           urllib3.util.timeout
import time:       526 |       1886 |                         urllib3.util.connection
import time:       240 |        240 |                           urllib3.util.util
import time:       104 |        104 |                           brotlicffi
import time:        87 |         87 |                           brotli
import time:        81 |         81 |                           backports
import time:       620 |       1131 |                         urllib3.util.request
import time:       289 |        289 |                         urllib3.util.response
import time:       589 |        589 |                         urllib3.util.retry
import time:       767 |        767 |                           hmac
import time:      9396 |       9396 |                           urllib3.util.url
import time:       414 |        414 |                           urllib3.util.ssltransport
import time:       735 |      11311 |                         urllib3.util.ssl_
import time:       299 |        299 |                         urllib3.util.wait
import time:      2644 |      18146 |                       urllib3.util
import time:        34 |      18179 |                     urllib3.util.connection
import time:       791 |      18969 |                   urllib3._base_connection
import time:       933 |        933 |                   urllib3._collections
import time:       239 |        239 |                   urllib3._version
import time:       210 |        210 |                             _winapi
import time:       176 |        176 |                             winreg
import time:      1160 |       1545 |                           mimetypes
import time:       751 |       2296 |                         urllib3.fields
import time:     15728 |      18023 |                       urllib3.filepost
import time:       207 |        207 |                         brotlicffi
import time:       251 |        251 |                         brotli
import time:      1551 |       1551 |                           urllib3.http2
import time:       396 |        396 |                           urllib3.http2.probe
import time:       482 |        482 |                           urllib3.util.ssl_match_hostname
import time:      1303 |       3730 |                         urllib3.connection
import time:       105 |        105 |                         backports
import time:      1354 |       5644 |                       urllib3.response
import time:       508 |      24174 |                     urllib3._request_methods
import time:       267 |        267 |                     urllib3.util.proxy
import time:       565 |      25005 |                   urllib3.connectionpool
import time:      1055 |       1055 |                   urllib3.poolmanager
import time:      2496 |      53284 |                 urllib3
import time:     23826 |      23826 |                         81d243bd2c585b0f4821__mypyc
import time:      4032 |       4032 |                         charset_normalizer.constant
import time:       864 |        864 |                           _multibytecodec
import time:      1242 |       2106 |                         charset_normalizer.utils
import time:       928 |        928 |                         charset_normalizer.models
import time:      1847 |      32737 |                       charset_normalizer.cd
import time:      1067 |       1067 |                       _codecs_tw
import time:       619 |        619 |                       _codecs_hk
import time:       626 |        626 |                       _codecs_jp
import time:      4652 |       4652 |                       _codecs_kr
import time:       456 |        456 |                       _codecs_cn
import time:       482 |        482 |                       _codecs_iso2022
import time:     35181 |      75816 |                     charset_normalizer.api
import time:       233 |        233 |                     charset_normalizer.legacy
import time:       192 |        192 |                     charset_normalizer.version
import time:       100 |        100 |                     simplejson
import time:      2930 |       2930 |                     http.cookiejar
import time:      1237 |       1237 |                     http.cookies
import time:      4192 |      84696 |                   requests.compat
import time:      1666 |      86361 |                 requests.exceptions
import time:       107 |        107 |                 chardet
import time:      1959 |       1959 |                       idna.idnadata
import time:      1362 |       1362 |                       idna.intranges
import time:      1238 |       4558 |                     idna.core
import time:       255 |        255 |                     idna.package_data
import time:      5366 |      10178 |                   idna
import time:       801 |      10978 |                 requests.packages
import time:       379 |        379 |                       certifi.core
import time:      3355 |       3733 |                     certifi
import time:       400 |       4133 |                   requests.certs
import time:       231 |        231 |                   requests.__version__
import time:       457 |        457 |                   requests._internal_utils
import time:       472 |        472 |                   requests.cookies
import time:       325 |        325 |                   requests.structures
import time:       613 |        613 |                       importlib.resources._itertools
import time:       468 |       1080 |                     importlib.resources.readers
import time:       216 |       1296 |                   importlib.readers
import time:      1884 |       8795 |                 requests.utils
import time:       359 |        359 |                       requests.auth
import time:       620 |        620 |                           stringprep
import time:       445 |       1065 |                         encodings.idna
import time:       241 |        241 |                         requests.hooks
import time:       460 |        460 |                         requests.status_codes
import time:       619 |       2383 |                       requests.models
import time:      1667 |       1667 |                         urllib3.contrib
import time:       108 |        108 |                         socks
import time:      1366 |       3141 |                       urllib3.contrib.socks
import time:       460 |       6341 |                     requests.adapters
import time:       517 |       6858 |                   requests.sessions
import time:       275 |       7132 |                 requests.api
import time:      5208 |     171862 |               requests
import time:     18314 |      18314 |                     IPython.core
import time:      1124 |      19438 |                   IPython.core.getipython
import time:       721 |        721 |                   IPython.core.release
import time:      1551 |       1551 |                               traitlets.utils
import time:       423 |       1974 |                             traitlets.utils.bunch
import time:       249 |        249 |                             traitlets.utils.descriptions
import time:       213 |        213 |                             traitlets.utils.getargspec
import time:       224 |        224 |                             traitlets.utils.importstring
import time:       238 |        238 |                             traitlets.utils.sentinel
import time:       220 |        220 |                             traitlets.utils.warnings
import time:      5957 |       9072 |                           traitlets.traitlets
import time:       370 |        370 |                           traitlets._version
import time:       263 |        263 |                           traitlets.utils.decorators
import time:      2091 |      11795 |                         traitlets
import time:       895 |        895 |                           pprint
import time:       910 |        910 |                             logging.handlers
import time:      1479 |       1479 |                             socketserver
import time:      1901 |       4288 |                           logging.config
import time:       568 |        568 |                             traitlets.utils.text
import time:      3289 |       3289 |                                 gettext
import time:      1752 |       5040 |                               argparse
import time:      1871 |       6911 |                             traitlets.config.loader
import time:      1322 |       8800 |                           traitlets.config.configurable
import time:       559 |        559 |                           traitlets.utils.nested_update
import time:      1227 |      15766 |                         traitlets.config.application
import time:      1097 |      28657 |                       traitlets.config
import time:        25 |      28682 |                     traitlets.config.application
import time:      1521 |       1521 |                               html.entities
import time:      1967 |       3488 |                             html
import time:       334 |        334 |                                 executing._utils
import time:       392 |        392 |                                   executing._exceptions
import time:       627 |       1018 |                                 executing._position_node_finder
import time:      1636 |       2987 |                               executing.executing
import time:       213 |        213 |                               executing._pytest_utils
import time:       215 |        215 |                               executing.version
import time:      3698 |       7112 |                             executing
import time:       547 |        547 |                                 asttokens.line_numbers
import time:       160 |        160 |                                       astroid
import time:        47 |        206 |                                     astroid.nodes
import time:      1659 |       1865 |                                   asttokens.util
import time:       397 |       2261 |                                 asttokens.asttokens
import time:      2985 |       5792 |                               asttokens
import time:        19 |       5811 |                             asttokens.util
import time:      2468 |       2468 |                                       _decimal
import time:       339 |       2806 |                                     decimal
import time:      1665 |       1665 |                                     fractions
import time:       613 |       5083 |                                   pure_eval.utils
import time:       293 |       5376 |                                 pure_eval.my_getattr_static
import time:       602 |       5977 |                               pure_eval.core
import time:       257 |        257 |                               pure_eval.version
import time:      2594 |       8828 |                             pure_eval
import time:      1821 |       1821 |                             stack_data.utils
import time:      1671 |      28727 |                           stack_data.core
import time:       427 |        427 |                           stack_data.formatting
import time:       375 |        375 |                           stack_data.serializing
import time:       207 |        207 |                           stack_data.version
import time:      3123 |      32857 |                         stack_data
import time:     21763 |      21763 |                             pygments
import time:       513 |        513 |                             pygments.formatters._mapping
import time:       297 |        297 |                             pygments.plugin
import time:      2028 |       2028 |                             pygments.util
import time:     40272 |      64872 |                           pygments.formatters
import time:       589 |        589 |                               pygments.styles._mapping
import time:      5186 |       5775 |                             pygments.styles
import time:       303 |       6077 |                           pygments.formatter
import time:       280 |        280 |                           pygments.console
import time:       474 |        474 |                             pygments.token
import time:       497 |        970 |                           pygments.style
import time:      1461 |      73658 |                         pygments.formatters.terminal256
import time:      4507 |       4507 |                         IPython.utils
import time:       866 |        866 |                           glob
import time:       514 |        514 |                                 shlex
import time:       393 |        393 |                                   IPython.utils.encoding
import time:       636 |       1029 |                                 IPython.utils.py3compat
import time:       329 |       1870 |                               IPython.utils._process_common
import time:       373 |       2243 |                             IPython.utils._process_posix
import time:       286 |       2529 |                           IPython.utils.process
import time:       935 |       4328 |                         IPython.utils.path
import time:      1133 |       1133 |                           pygments.styles.monokai
import time:       430 |        430 |                           pygments.styles.default
import time:       538 |        538 |                           pygments.styles.pastie
import time:       636 |        636 |                           pygments.styles.gruvbox
import time:     11732 |      14466 |                         IPython.utils.PyColorize
import time:       292 |        292 |                         IPython.utils.terminal
import time:       926 |        926 |                         IPython.core.display_trap
import time:       643 |        643 |                               pkgutil
import time:       781 |        781 |                               sysconfig
import time:       893 |        893 |                               _sysconfigdata__x86_64-linux-gnu
import time:      4176 |       6492 |                             pydoc
import time:       469 |        469 |                                 codeop
import time:       481 |        950 |                               IPython.core.debugger_backport
import time:       697 |        697 |                                 cmd
import time:      1202 |       1202 |                                 bdb
import time:       387 |        387 |                                 code
import time:      1020 |       3304 |                               pdb
import time:      1006 |       5259 |                             IPython.core.debugger
import time:       549 |      12298 |                           IPython.core.tbtools
import time:       482 |      12780 |                         IPython.core.doctb
import time:      1300 |     145109 |                       IPython.core.ultratb
import time:       668 |        668 |                         IPython.utils._sysinfo
import time:       574 |       1242 |                       IPython.utils.sysinfo
import time:       380 |     146730 |                     IPython.core.crashhandler
import time:       210 |        210 |                         IPython.utils.importstring
import time:       792 |       1002 |                       IPython.paths
import time:       804 |       1805 |                     IPython.core.profiledir
import time:      1183 |     178398 |                   IPython.core.application
import time:      1719 |       1719 |                     IPython.terminal
import time:       280 |        280 |                     IPython.core.compilerop
import time:       295 |        295 |                       IPython.core.error
import time:       217 |        217 |                         IPython.utils.docs
import time:       264 |        481 |                       IPython.utils.decorators
import time:       784 |        784 |                       IPython.utils.text
import time:       930 |       2489 |                     IPython.core.magic_arguments
import time:       655 |        655 |                       getopt
import time:       377 |        377 |                             IPython.core.display_functions
import time:      1284 |       1284 |                                 IPython.testing
import time:      1692 |       2975 |                               IPython.testing.skipdoctest
import time:       726 |       3701 |                             IPython.core.display
import time:      1555 |       1555 |                               IPython.lib
import time:      1056 |       2610 |                             IPython.lib.display
import time:       439 |       7126 |                           IPython.display
import time:       226 |        226 |                           IPython.utils.data
import time:       408 |       7760 |                         IPython.core.page
import time:       719 |        719 |                         IPython.lib.pretty
import time:       531 |        531 |                         IPython.utils.openpy
import time:       314 |        314 |                         IPython.utils.dir2
import time:       337 |        337 |                         IPython.utils.wildcard
import time:      3064 |       3064 |                           pygments.lexers._mapping
import time:       544 |        544 |                           pygments.modeline
import time:     28173 |      31781 |                         pygments.lexers
import time:       564 |        564 |                             pygments.filter
import time:      1371 |       1371 |                             pygments.filters
import time:       329 |        329 |                             pygments.regexopt
import time:      1339 |       3602 |                           pygments.lexer
import time:       375 |        375 |                           pygments.unistring
import time:      2352 |       6328 |                         pygments.lexers.python
import time:       116 |        116 |                           ctags
import time:       468 |        583 |                         pygments.formatters.html
import time:      2063 |      50413 |                       IPython.core.oinspect
import time:       625 |        625 |                         IPython.utils.tokenutil
import time:      1697 |       2322 |                       IPython.core.inputtransformer2
import time:       478 |        478 |                       IPython.utils.ipstruct
import time:       960 |      54825 |                     IPython.core.magic
import time:        99 |         99 |                       runpy
import time:      1126 |       1126 |                         IPython.external
import time:       103 |        103 |                         cPickle
import time:       517 |       1746 |                       IPython.external.pickleshare
import time:       282 |        282 |                       IPython.core.hooks
import time:       370 |        370 |                         IPython.core.autocall
import time:       459 |        459 |                         IPython.core.macro
import time:       778 |        778 |                         IPython.core.splitinput
import time:      2295 |       3900 |                       IPython.core.prefilter
import time:       763 |        763 |                       IPython.core.alias
import time:       412 |        412 |                       IPython.core.builtin_trap
import time:       893 |        893 |                           decorator
import time:      1769 |       1769 |                               _sqlite3
import time:       489 |       2258 |                             sqlite3.dbapi2
import time:      1873 |       4130 |                           sqlite3
import time:      3337 |       8359 |                         IPython.core.history
import time:       629 |       8987 |                       IPython.core.displayhook
import time:       679 |        679 |                       IPython.core.displaypub
import time:       331 |        331 |                       IPython.core.events
import time:       404 |        404 |                       IPython.core.extensions
import time:       357 |        357 |                         IPython.utils.sentinel
import time:      2794 |       3151 |                       IPython.core.formatters
import time:       371 |        371 |                       IPython.core.logger
import time:       482 |        482 |                       IPython.core.payload
import time:      2168 |       2168 |                           argcomplete.completers
import time:       246 |        246 |                           argcomplete.exceptions
import time:       257 |        257 |                             argcomplete.io
import time:       763 |        763 |                               argcomplete.packages
import time:       384 |        384 |                               argcomplete.packages._shlex
import time:       259 |       1405 |                             argcomplete.lexers
import time:       325 |        325 |                             argcomplete.packages._argparse
import time:      1313 |       3298 |                           argcomplete.finders
import time:       286 |        286 |                           argcomplete.shell_integration
